,Unnamed: 0,label_norm,speaker,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,twitter_handle,followers_norm,tweets_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words,cred_vector,label_bin
1020,1020,0.6404777209734632,bruce-elfant,"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.",elections,Texas,democrat,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.5897777836184335,-0.5252351519486811,BElfant01,-0.4478907858373008,-0.8032781650176585,unit state th voter turnout among industry nation text near bottom term voter register voter turnout,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1020,4,0.7749595642089844,percent obama text barack million nation presid rate sinc debt,[-0.80327817  0.64047772  0.          0.77495956],5
1021,1021,1.5179081507326035,richard-blumenthal,"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.","bipartisanship,congress,history,legal-issues,supreme-court",Connecticut,democrat,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,SenBlumenthal,-0.4294920591897081,0.07090077453578186,there never u supreme court vacant last think year last longer day,"[0.226, 0.774, 0.0, -0.4449]",0,-0.4449,1021,5,0.8199790120124817,year state last highest american percent citi rate school budget,[ 0.07090077  1.51790815 -0.4449      0.81997901],6
1022,1022,1.5179081507326035,chris-murphy,Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,"guns,polls",Connecticut,democrat,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,ChrisMurphyCT,-0.4236091211168459,0.5585394872679998,ninety percent american want background check system strengthen expand cover gun sale,"[0.147, 0.491, 0.362, 0.3612]",0,0.3612,1022,0,0.7749364376068115,percent want said republican increas company wisconsin citi plan text,[0.55853949 1.51790815 0.3612     0.77493644],6
1023,1023,-1.4068599484645308,fred-upton,A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,"energy,environment,market-regulation",Michigan,republican,-0.8051758283640578,-0.6770388110921243,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,RepFredUpton,-0.44710877045108505,-0.3617978421198936,bill would halt epa regul greenhouse gas would help stop rise gas price,"[0.138, 0.692, 0.17, 0.128]",0,0.128,1023,7,0.7749820947647095,million bill democrat republican sinc would feder first state time,[-0.36179784 -1.40685995  0.128       0.77498209],2
1024,1024,0.6404777209734632,scott-walker,"For our next two years in my state, we will end with a structural surplus of $499 million.","education,state-budget,state-finances",Wisconsin,republican,0.3160081313246496,0.6648896144023289,0.06451481231946221,0.26105826615314576,0.2970009000773856,ScottWalker,-0.4389741973794483,0.2683077247711789,next two year state end structure surplus million,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1024,5,0.5253106355667114,year state last highest american percent citi rate school budget,[0.26830772 0.64047772 0.         0.52531064],5
1025,1025,0.6404777209734632,tim-kaine,Virginia women earnonly 79 cents to each dollar earned by men...,"women,workers",Virginia,democrat,-0.4601961484598401,-0.6099423898174016,-0.3115830982704553,-0.28434945805940504,-0.5252351519486811,timkaine,-0.4166006818298891,-0.08818600300686166,virginia woman earnin cent dollar earn men,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1025,3,0.549952507019043,presid peopl every obama america half offic barack money cost,[-0.088186    0.64047772  0.          0.54995251],5
1026,1026,0.6404777209734632,bernie-s,Every other major country has family paid leave.,"families,women,workers",Vermont,independent,-0.028971548579568043,-0.3080084940811497,-0.15671925273343046,0.28287457512164776,-0.5252351519486811,SenSanders,-0.18433354079237568,0.6574606906396345,every major country famili paid leav,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1026,3,0.3666570782661438,presid peopl every obama america half offic barack money cost,[0.65746069 0.64047772 0.         0.36665708],5
1027,1027,-1.4068599484645308,ted-nugent,Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,"iraq,terrorism",Texas,republican,-0.8051758283640578,-0.7105870217294856,-0.5991873828392158,-0.6115940925869354,-0.3757376879439417,TedNugent,-0.4364683322623966,-0.5721959115068114,say picture post facebook man pose front five deceit human head one subhuman mongrel presid set free,"[0.141, 0.704, 0.155, 0.0772]",0,0.0772,1027,3,0.5499738454818726,presid peopl every obama america half offic barack money cost,[-0.57219591 -1.40685995  0.0772      0.54997385],1
1028,1028,0.055524101134036455,tim-kaine,"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.","economy,history,jobs,labor,stimulus,workers",Virginia,democrat,-0.4601961484598401,-0.6099423898174016,-0.3115830982704553,-0.28434945805940504,-0.5252351519486811,timkaine,-0.4166006818298891,-0.08818600300686166,say presid barack obama tenure unit state creat million new job,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1028,4,0.6561838984489441,percent obama text barack million nation presid rate sinc debt,[-0.088186   0.0555241  0.         0.6561839],4
1029,1029,-0.2369527087856769,allen-west,President Barack Obama ordered our military to enlist illegal aliens.,"immigration,military",Florida,republican,-0.5464410684358946,-0.4086531259932336,-0.5770639763339265,-0.5897777836184335,-0.2262402239392023,AllenWest,-0.42405593734985175,0.1974008900726558,presid barack obama order military enlist iller alien,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1029,4,0.774977445602417,percent obama text barack million nation presid rate sinc debt,[ 0.19740089 -0.23695271  0.          0.77497745],3
1030,1030,0.6404777209734632,herb-conaway,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.","health-care,state-budget",New Jersey,democrat,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.5897777836184335,-0.5252351519486811,herbconaway,-0.44779001734304463,-0.7135015483113399,governor cut fund repeat peopl aid need drug save life,"[0.158, 0.602, 0.241, 0.2732]",0,0.2732,1030,6,0.6999346613883972,health care plan fund immigra american cost govern feder peopl,[-0.71350155  0.64047772  0.2732      0.69993466],5
1031,1031,0.6404777209734632,ellen-freidin,"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",elections,Florida,newsmaker,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.5897777836184335,-0.5252351519486811,EllenFreidin,-0.4478906276946544,-0.8034958932715945,dozen district go mile split county splinter citi connect area littl common,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1031,5,0.5499718189239502,year state last highest american percent citi rate school budget,[-0.80349589  0.64047772  0.          0.54997182],5
1032,1032,0.055524101134036455,tom-price,Congress gave an unelected board the power to deny care to seniors.,"health-care,medicare",Georgia,republican,-0.7620533683760305,-0.6434906004547629,-0.5328171633233479,-0.5461451656814293,-0.5252351519486811,pricetom,-0.4475840839889637,0.40888760072925395,congress gave unelect board power deny care senior,"[0.207, 0.517, 0.276, 0.2023]",0,0.2023,1032,6,0.5499929785728455,health care plan fund immigra american cost govern feder peopl,[0.4088876  0.0555241  0.2023     0.54999298],4
1033,1033,-1.4068599484645308,randy-hopper,Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,"city-budget,income,voting-record",Wisconsin,republican,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.6115940925869354,-0.4504864199463114,RHopper4130,-0.4478903746664202,-0.8034958932715945,say wisconsin sent recal candid jessica king vote increas pay taxpayer dollar percent,"[0.104, 0.896, 0.0, -0.1027]",0,-0.1027,1033,8,0.5486835241317749,vote world take year time state candid spend republican fund,[-0.80349589 -1.40685995 -0.1027      0.54868352],1
1034,1034,-1.4068599484645308,mitt-romney,Says Barack Obama began his presidency with an apology tour.,"debates,foreign-policy",Massachusetts,republican,0.6609878112288673,0.3629557186660769,0.6397233814569832,0.10834410337363154,0.8949907560963432,MittRomney,-0.3853774721618848,-0.6726412126559986,say barack obama began presid apology tour,"[0.0, 0.833, 0.167, 0.0516]",0,0.0516,1034,4,0.7749800682067871,percent obama text barack million nation presid rate sinc debt,[-0.67264121 -1.40685995  0.0516      0.77498007],1
1035,1035,-0.2369527087856769,greg-abbott,A Texas law will repatriate $1 billion of gold bullion from the Federal Reserve in New York to Texas.,"state-budget,state-finances,wealth",Texas,republican,-0.3308287684957585,-0.6099423898174016,-0.4664469438074802,-0.4806962387759233,-0.1514914919368326,GregAbbott_TX,-0.4400644960404647,-0.0114730815367092,text law repair billion gold bullion feder reserve new york text,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1035,9,0.43429064750671387,budget billion vote right bill american democrat state sent spend,[-0.01147308 -0.23695271  0.          0.43429065],3
1036,1036,1.5179081507326035,robert-menendez,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.","health-care,women",New Jersey,democrat,-0.7620533683760305,-0.6099423898174016,-0.621310789344505,-0.5461451656814293,-0.5252351519486811,SenatorMenendez ‏,-0.4428187083693491,-0.06343755814279166,joe krill opportun vote woman term health care twice six time vote woman health care state,"[0.0, 0.686, 0.314, 0.7506]",0,0.7506,1036,6,0.5102031230926514,health care plan fund immigra american cost govern feder peopl,[-0.06343756  1.51790815  0.7506      0.51020312],6
1037,1037,-1.4068599484645308,rudy-giuliani,Food stamps have gone up two-and-a-half times under Barack Obama.,"federal-budget,poverty",New York,republican,-0.4170736884718129,-0.34155670471851096,-0.4222001307969017,-0.4588799298074213,-0.300988955941572,RudyGiuliani,-0.4381650447151184,-0.7696754378268538,food stamp gone two half time barack obama,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1037,3,0.8199659585952759,presid peopl every obama america half offic barack money cost,[-0.76967544 -1.40685995  0.          0.81996596],2
1038,1038,-1.4068599484645308,paul-ryan,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,jobs,Wisconsin,republican,0.014150911408459163,-0.5092977579053176,-0.2894596917651661,-0.30616576702790704,-0.3757376879439417,SpeakerRyan,-0.3326493928722093,0.2798473222297922,say presid barack obama broke promis keep wisconsin gm plant close,"[0.219, 0.781, 0.0, -0.4215]",0,-0.4215,1038,3,0.8199769854545593,presid peopl every obama america half offic barack money cost,[ 0.27984732 -1.40685995 -0.4215      0.81997699],2
1039,1039,1.5179081507326035,mark-drewniak,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,"economy,jobs",New Jersey,republican,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,idunnocalliesda,-0.4478908174658301,-0.8034958932715945,merged said high tax cost busi new jersey work georgia advantage land company usa torpor headquarter,"[0.0, 0.882, 0.118, 0.25]",0,0.25,1039,0,0.4502999782562256,percent want said republican increas company wisconsin citi plan text,[-0.80349589  1.51790815  0.25        0.45029998],6
1040,1040,-1.4068599484645308,mike-pence,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,ethics,Indiana,republican,-0.4601961484598401,-0.3751049153558723,-0.3779533177863231,-0.5025125477444253,-0.5252351519486811,mike_pence,-0.3277255899494783,-0.39177176507843003,state depart offici actual direct contract haitian recoveri earthquake friend clinton,"[0.0, 0.758, 0.242, 0.4939]",0,0.4939,1040,5,0.5499720573425293,year state last highest american percent citi rate school budget,[-0.39177177 -1.40685995  0.4939      0.54997206],2
1041,1041,0.055524101134036455,rick-scott,"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.","immigration,terrorism",Florida,republican,0.4022530513007041,0.06102182292982496,0.1972552513511978,0.13016041234213355,-0.0019940279320932,SenRickScott,-0.4399919085657886,0.15421811970866267,feder govern make decis whether like send refuge state syria,"[0.0, 0.783, 0.217, 0.3612]",0,0.3612,1041,6,0.4619871973991394,health care plan fund immigra american cost govern feder peopl,[0.15421812 0.0555241  0.3612     0.4619872 ],4
1042,1042,-1.4068599484645308,tammy-baldwin,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,"candidates-biography,federal-budget,medicare",Wisconsin,democrat,-0.5895635284239217,-0.542845968542679,-0.4885703503127695,-0.5243288567129273,-0.5252351519486811,tammybaldwin,-0.4463512988035833,-0.4613722302533366,say u sent rival tommy thompson ran medical ground nine year closer bankruptcy,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1042,5,0.36725106835365295,year state last highest american percent citi rate school budget,[-0.46137223 -1.40685995  0.          0.36725107],2
1043,1043,0.6404777209734632,bernie-s,I remain one of the poorer members of the United States Senate.,candidates-biography,Vermont,independent,-0.028971548579568043,-0.3080084940811497,-0.15671925273343046,0.28287457512164776,-0.5252351519486811,SenSanders,-0.18433354079237568,0.6574606906396345,remain one poorer member unit state sent,"[0.294, 0.706, 0.0, -0.3612]",0,-0.3612,1043,9,0.6999369263648987,budget billion vote right bill american democrat state sent spend,[ 0.65746069  0.64047772 -0.3612      0.69993693],5
1044,1044,1.5179081507326035,john-edwards,What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,taxes,North Carolina,democrat,-0.8051758283640578,-0.6434906004547629,-0.5549405698286373,-0.5243288567129273,-0.4504864199463114,JEdwardsRacing,-0.4477445671464828,-0.3905379716394588,happen peopl like warren buffett say pay percent million dollar earn wealth incom secretary pay higher rate work incom right,"[0.114, 0.653, 0.233, 0.5994]",0,0.5994,1044,4,0.7536872625350952,percent obama text barack million nation presid rate sinc debt,[-0.39053797  1.51790815  0.5994      0.75368726],6
1045,1045,-0.2369527087856769,mitch-mcconnell,The presidents own advisers have said theres a war on coal.,"energy,jobs",Kentucky,republican,-0.5033186084478674,-0.5092977579053176,-0.5328171633233479,-0.4588799298074213,-0.5252351519486811,senatemajldr ‏,-0.4202661753441183,-0.5430929015640193,presid advis said there war coal,"[0.438, 0.562, 0.0, -0.5994]",0,-0.5994,1045,0,0.368184894323349,percent want said republican increas company wisconsin citi plan text,[-0.5430929  -0.23695271 -0.5994      0.36818489],3
1046,1046,-0.2369527087856769,barack-obama,"Because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition.","health-care,job-accomplishments,message-machine-2012",Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,new health care law million kid longer deny pre exist condit,"[0.164, 0.616, 0.219, 0.2023]",0,0.2023,1046,6,0.5652911067008972,health care plan fund immigra american cost govern feder peopl,[ 0.33043285 -0.23695271  0.2023      0.56529111],3
1047,1047,-1.4068599484645308,donald-trump,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,"small-business,taxes",New York,republican,1.9115391508816564,3.1139089909297057,0.4848595359199583,0.19560933924763965,4.03443750019587,realDonaldTrump,1.4568784655349833,2.2356276512531306,say hillary clinton want rais tax african american own busi much near percent theyr pay,"[0.089, 0.828, 0.083, -0.0258]",0,-0.0258,1047,0,0.774938702583313,percent want said republican increas company wisconsin citi plan text,[ 2.23562765 -1.40685995 -0.0258      0.7749387 ],2
1048,1048,-1.4068599484645308,michele-bachmann,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,foreign-policy,Minnesota,republican,-0.4601961484598401,0.02747361229246363,-0.5106937568180587,-0.5243288567129273,0.6707445600892341,MicheleBachmann,-0.4399521831330248,-0.4932331314126525,presid unit state take trip india expect cost taxpayer million day,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1048,3,0.3395105302333832,presid peopl every obama america half offic barack money cost,[-0.49323313 -1.40685995  0.          0.33951053],2
1049,1049,-1.4068599484645308,vince-megna,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,"consumer-safety,legal-issues",Wisconsin,none,-0.8051758283640578,-0.6770388110921243,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,vincemegna,-0.4478859150437931,-0.6502877785852258,consum law destroy gov scott walker sign act,"[0.333, 0.667, 0.0, -0.5423]",0,-0.5423,1049,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.65028778 -1.40685995 -0.5423      0.1       ],2
1050,1050,0.6404777209734632,wendy-davis,"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.","candidates-biography,crime,criminal-justice,legal-issues",Texas,democrat,-0.5895635284239217,-0.6770388110921243,-0.4664469438074802,-0.3497983849649111,-0.4504864199463114,wendydavis,-0.4416930490126082,-0.15125462056368522,say supreme court justic greg abbott found company whose vacuum cleaner sold door door respons hire salesman rape custom,"[0.181, 0.615, 0.204, -0.1027]",0,-0.1027,1050,0,0.5499593615531921,percent want said republican increas company wisconsin citi plan text,[-0.15125462  0.64047772 -0.1027      0.54995936],5
1051,1051,0.6404777209734632,tim-kaine,Weve now gained private sector jobs 12 months in a row.,"economy,job-accomplishments,jobs",Virginia,democrat,-0.4601961484598401,-0.6099423898174016,-0.3115830982704553,-0.28434945805940504,-0.5252351519486811,timkaine,-0.4166006818298891,-0.08818600300686166,weve gain privat sector job month row,"[0.0, 0.638, 0.362, 0.5267]",0,0.5267,1051,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.088186    0.64047772  0.5267      0.1       ],5
1052,1052,0.6404777209734632,hillary-clinton,George Bush sent people to war without body armor.,iraq,New York,democrat,0.9197225711570304,0.2623110867539929,0.8830808530151649,1.0464453890192191,-0.0019940279320932,HillaryClinton,0.3273927842085046,-0.0121262662985175,george bush sent peopl war without bodi armor,"[0.358, 0.642, 0.0, -0.5994]",0,-0.5994,1052,3,0.6999485492706299,presid peopl every obama america half offic barack money cost,[-0.01212627  0.64047772 -0.5994      0.69994855],5
1053,1053,-0.2369527087856769,marco-rubio,Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent.,"diversity,history",Florida,republican,0.6178653512408401,0.09457003356718628,0.06451481231946221,0.15197672131063558,-0.1514914919368326,marcorubio,-0.3248870875900877,-0.005666994765079874,ch guerra wrote extend superior white european peopl african descent,"[0.0, 0.606, 0.394, 0.6369]",0,0.6369,1053,3,0.5499695539474487,presid peopl every obama america half offic barack money cost,[-0.00566699 -0.23695271  0.6369      0.54996955],3
1054,1054,-1.4068599484645308,michele-bachmann,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",health-care,Minnesota,republican,-0.4601961484598401,0.02747361229246363,-0.5106937568180587,-0.5243288567129273,0.6707445600892341,MicheleBachmann,-0.4399521831330248,-0.4932331314126525,page hous health care bill say specif peopl purchas privat health insur date certain,"[0.0, 0.694, 0.306, 0.6486]",0,0.6486,1054,6,0.6772053241729736,health care plan fund immigra american cost govern feder peopl,[-0.49323313 -1.40685995  0.6486      0.67720532],1
1055,1055,-0.2369527087856769,debbie-wasserman-schultz,We actually have not required in this law that you carry health insurance.,health-care,Florida,democrat,-0.5033186084478674,-0.4086531259932336,-0.4664469438074802,-0.28434945805940504,-0.300988955941572,DWStweets,-0.4362840644508661,-0.06503423200498973,actual requir law carry health insur,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1055,6,0.549992561340332,health care plan fund immigra american cost govern feder peopl,[-0.06503423 -0.23695271  0.          0.54999256],3
1056,1056,-1.4068599484645308,bob-mcdonnell,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,health-care,Virginia,republican,-0.5464410684358946,-0.542845968542679,-0.4885703503127695,-0.4806962387759233,-0.300988955941572,BobMcDonnell,-0.446955656740886,-0.6147980731936415,state still face mandat expand medicaid coverage presid obama health care reform law,"[0.0, 0.667, 0.333, 0.6705]",0,0.6705,1056,6,0.4448749125003815,health care plan fund immigra american cost govern feder peopl,[-0.61479807 -1.40685995  0.6705      0.44487491],1
1057,1057,-0.2369527087856769,mark-pryor,SaysTom Cotton voted against preparing America for pandemics like Ebola.,"ebola,message-machine-2014,public-health,voting-record",Arkansas,democrat,-0.7189309083880033,-0.7105870217294856,-0.6434341958497943,-0.5897777836184335,-0.5252351519486811,MarkPryorBooks,-0.4478668114121137,-0.6831647449295768,system cotton vote prepar america tandem like ebola,"[0.0, 0.737, 0.263, 0.3612]",0,0.3612,1057,8,0.6999680995941162,vote world take year time state candid spend republican fund,[-0.68316474 -0.23695271  0.3612      0.6999681 ],3
1058,1058,0.6404777209734632,barack-obama,"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.",immigration,Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,dream act written member parti came vote year half ago republican congress block bill hadnt chang thing chang polit,"[0.132, 0.776, 0.091, -0.2263]",0,-0.2263,1058,7,0.3207644522190094,million bill democrat republican sinc would feder first state time,[ 0.33043285  0.64047772 -0.2263      0.32076445],5
1059,1059,0.6404777209734632,erika-sanzi,"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.","children,diversity,education",Rhode Island,activist,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.5897777836184335,-0.5252351519486811,esanzi,-0.4477883410309933,2.9266245531616657,rode island child charter school lottery fall percent poor audit major student color,"[0.205, 0.795, 0.0, -0.4767]",0,-0.4767,1059,0,0.6999593377113342,percent want said republican increas company wisconsin citi plan text,[ 2.92662455  0.64047772 -0.4767      0.69995934],5
1060,1060,0.6404777209734632,mark-neumann,"Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.","drugs,federal-budget,health-care,sexuality",Wisconsin,republican,-0.7189309083880033,-0.5763941791800403,-0.621310789344505,-0.5679614746499314,-0.4504864199463114,MarkNeumannnn,-0.4478537172009956,-0.7773685027992626,say feder govern could save elimi study connect cocain risk sex habit japanese quail,"[0.121, 0.694, 0.185, 0.2732]",0,0.2732,1060,6,0.6999611854553223,health care plan fund immigra american cost govern feder peopl,[-0.7773685   0.64047772  0.2732      0.69996119],5
1061,1061,-1.4068599484645308,hillary-clinton,On the Cuba embargo.,"congress,florida,foreign-policy,trade",New York,democrat,0.9197225711570304,0.2623110867539929,0.8830808530151649,1.0464453890192191,-0.0019940279320932,HillaryClinton,0.3273927842085046,-0.0121262662985175,cuba embargo,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1061,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.01212627 -1.40685995  0.          0.1       ],2
1062,1062,-1.4068599484645308,hillary-clinton,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,"debt,education,federal-budget,taxes",New York,democrat,0.9197225711570304,0.2623110867539929,0.8830808530151649,1.0464453890192191,-0.0019940279320932,HillaryClinton,0.3273927842085046,-0.0121262662985175,say scott walker reject legis make college loan payment tax deduct result rais tax student,"[0.162, 0.838, 0.0, -0.4019]",0,-0.4019,1062,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.01212627 -1.40685995 -0.4019      0.1       ],2
1063,1063,0.6404777209734632,lamar-smith,"Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization.",immigration,Texas,republican,-0.7189309083880033,-0.542845968542679,-0.621310789344505,-0.5461451656814293,-0.5252351519486811,LamarSmithTX21,-0.44703513923494304,-0.7782394158150071,peopl becom citizen dream act turn sponsor iller immigra parent legal,"[0.0, 0.72, 0.28, 0.3612]",0,0.3612,1063,6,0.699938952922821,health care plan fund immigra american cost govern feder peopl,[-0.77823942  0.64047772  0.3612      0.69993895],5
1064,1064,-0.2369527087856769,chris-larson,The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,criminal-justice,Wisconsin,democrat,-0.5464410684358946,-0.542845968542679,-0.6434341958497943,-0.5897777836184335,-0.4504864199463114,ChrisJLarson,-0.4476072677009191,-0.19574376045129493,capitol polic forc go far use paramilitary equip deal sing protest madison,"[0.154, 0.846, 0.0, -0.25]",0,-0.25,1064,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.19574376 -0.23695271 -0.25        0.1       ],3
1065,1065,-1.4068599484645308,scott-walker,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.","labor,state-budget",Wisconsin,republican,0.3160081313246496,0.6648896144023289,0.06451481231946221,0.26105826615314576,0.2970009000773856,ScottWalker,-0.4389741973794483,0.2683077247711789,come protest madison almost outside wisconsin,"[0.286, 0.714, 0.0, -0.25]",0,-0.25,1065,0,0.5499624609947205,percent want said republican increas company wisconsin citi plan text,[ 0.26830772 -1.40685995 -0.25        0.54996246],2
1066,1066,1.5179081507326035,paul-sadler,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,"bipartisanship,candidates-biography",Texas,democrat,-0.7620533683760305,-0.7105870217294856,-0.621310789344505,-0.5679614746499314,-0.4504864199463114,sadlerimages,-0.4477925792539155,-0.38066762412768895,say democrat runoff ippon grade yarbrough twice previous ran statewide republican,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1066,7,0.6999803185462952,million bill democrat republican sinc would feder first state time,[-0.38066762  1.51790815  0.          0.69998032],6
1067,1067,-1.4068599484645308,heather-fiorentino,"As Florida secretary of state, Kurt Browning allowed 1,800 illegal voters to register in Florida.","elections,immigration,message-machine-2012",Florida,republican,-0.8051758283640578,-0.7105870217294856,-0.621310789344505,-0.6115940925869354,-0.4504864199463114,hfiorentino47,-0.4478823726485148,-0.7452898733860106,florida secretary state kurt brown allow iller voter resist florida,"[0.0, 0.826, 0.174, 0.2263]",0,0.2263,1067,5,0.5499720573425293,year state last highest american percent citi rate school budget,[-0.74528987 -1.40685995  0.2263      0.54997206],1
1068,1068,-0.2369527087856769,marco-rubio,The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.,"federal-budget,military",Florida,republican,0.6178653512408401,0.09457003356718628,0.06451481231946221,0.15197672131063558,-0.1514914919368326,marcorubio,-0.3248870875900877,-0.005666994765079874,budget ted cruz ever vote time sent budget cut defens spend barack obama propos cut,"[0.244, 0.756, 0.0, -0.4939]",0,-0.4939,1068,9,0.7069622874259949,budget billion vote right bill american democrat state sent spend,[-0.00566699 -0.23695271 -0.4939      0.70696229],3
1069,1069,-1.4068599484645308,john-edwards,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",education,North Carolina,democrat,-0.8051758283640578,-0.6434906004547629,-0.5549405698286373,-0.5243288567129273,-0.4504864199463114,JEdwardsRacing,-0.4477445671464828,-0.3905379716394588,rural school enroll percent american child receiv percent feder educ fund,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1069,6,0.4608642756938934,health care plan fund immigra american cost govern feder peopl,[-0.39053797 -1.40685995  0.          0.46086428],2
1070,1070,0.6404777209734632,paul-ryan,"Based on the August 2012 national jobs numbers, for every person who got a job, nearly four people stopped looking for a job.",jobs,Wisconsin,republican,0.014150911408459163,-0.5092977579053176,-0.2894596917651661,-0.30616576702790704,-0.3757376879439417,SpeakerRyan,-0.3326493928722093,0.2798473222297922,base august nation job number every person got job near four peopl stop look job,"[0.133, 0.788, 0.079, -0.2263]",0,-0.2263,1070,3,0.509437620639801,presid peopl every obama america half offic barack money cost,[ 0.27984732  0.64047772 -0.2263      0.50943762],5
1071,1071,-1.4068599484645308,dan-patrick,On repealing the 17th Amendment,"debates,elections,states",Texas,republican,-0.6326859884119489,-0.5763941791800403,-0.5770639763339265,-0.5243288567129273,-0.2262402239392023,DanPatrick,-0.446219312950937,-0.4077385037004107,repeal th amend,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1071,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.4077385  -1.40685995  0.          0.1       ],2
