,clean,sentiment,polarity
3129,first parti elect bald guy governor,0.0,0
3130,say robert menendez king rais money wall street million dollar one leader unit state sent havent rais wall street money,-0.5,-1
3131,first hour oper libya saw million go downrange tomahawk cruise missile littl million,0.5,1
3132,past year deal attract retain job,0.800000011920929,1
3133,two year ago wrote secretary paulson wrote feder reserve chairman bernanke told subprime lend cometh deal,0.0,0
3134,manufactur best employ year almost year,0.699999988079071,1
3135,georgia rank rate woman murder men,-0.10000000149011612,0
3136,bicycle ownership drop half ones rode island rise percent,0.0,0
3137,sue loden gave harry reid campaign thousand dollar five differ elect help sent dream come true,0.4000000059604645,1
3138,gay man survive orlando hate crime still show work fl tomorrow bos fire simply gay,-0.6000000238418579,-1
3139,say gov charlie crist call rock star,0.5,1
3140,say u rep consi mack took seven half year finish college,-0.20000000298023224,0
3141,portland school spend k deem pb sandwich racist,0.0,0
3142,say jersey shore folk theyr new york,0.20000000298023224,0
3143,say cure charlie sheen island compro hiv milk goat arthritis,0.5,1
3144,say kelli about vote yesterday propos expand background check buyer continu simply go onlin gun show purchas gun without background check,-0.10000000149011612,0
3145,govern employe make percent wage benefit privat sector worker,-0.20000000298023224,0
3146,creat net new job sinc take offic,-0.30000001192092896,-1
3147,get money activ duty offic military personnel,0.30000001192092896,1
3148,text school even teach sex educ,0.0,0
3149,terri mcauliff cash walk away million demise global cross,0.0,0
3150,histor social secur tax assess u incom capture there growth incom among highest earner,0.6000000238418579,1
3151,phoenix kidnap capit western hemisphere,-0.699999988079071,-1
3152,statist show nine time like assault taxi driver austin driver ride hail servic,0.20000000298023224,0
3153,year ago march call immedi action address abus subprime market laid detail concert propos,-0.800000011920929,-1
3154,illinois sent barack obama pass legis move peopl welfare job,0.10000000149011612,0
3155,gov terri mcauliff made sever statement would love cabinet secretary posit clinton administr,0.699999988079071,1
3156,littl defens budget le percent actual go fight isi intern terror,0.0,0
3157,say u depart homeland secur must report congressional committe subcommitte,0.20000000298023224,0
3158,every american debt that money owe that money child owe even go kindergarten that check feder govern right,-0.4000000059604645,-1
3159,republican candid john laughin talk privat social secur know stand issu,0.6000000238418579,1
3160,say cut gov rick peri administr left teacher without job,0.0,0
3161,say gari farmer claim receiv era absolut lie,-0.6000000238418579,-1
3162,peopl insur impact health care law insur stronger better secur full stop that dont worry anoth els,0.4000000059604645,1
3163,independ group behind ad attack democrat candid front group foreign control company,0.0,0
3164,say donald trump support agenda privat veteran affairshealth care system,0.6000000238418579,1
3165,marco rubio spent k tax dollar remodel offic build member long,0.0,0
3166,place america among danger world go place like oakland ferguson crime number wors serious,-0.5,-1
3167,say text state fund spent tv seri spots cheat wife kind glorify act cheat,-0.800000011920929,-1
3168,congressman mccollum vote dismantle social secur,0.20000000298023224,0
3169,bush tax cut high earner biggest contributor budget deficit,0.20000000298023224,0
3170,presid obama lawsuit claim unconstitut ohio allow serviceman woman extend early vote privilege state early vote period,-0.30000001192092896,-1
3171,record far know health care already avail,0.20000000298023224,0
3172,nevada unemploy violent crime car theft divorce robbery foreclosure,-0.4000000059604645,-1
3173,say mandat time child bodi inject diseas immune,0.0,0
3174,florida high school graduate rate fall well nation averag,0.10000000149011612,0
3175,say four democrat state sent vote rais tax wisconsin worker anoth month freeload get free state run health care,-0.5,-1
3176,gov scott walker wisconsin project billion budget surplus turn deficit billion,0.5,1
3177,republican gotten vendors president race major labor union,0.0,0
3178,annex would lead overcrowd debater citi school,0.0,0
3179,never hous republican actual cut spend reduc state budget even cut tax increas spend never paid tax cut,-0.6000000238418579,-1
3180,say former miami made mayor carlo alvarez current mayor candid carlo gimenez drove fancy european car taxpayer expense,0.4000000059604645,1
3181,fundraise super pac,0.800000011920929,1
3182,candid ran either democrat republican primary said begin rais tax middle class,-0.20000000298023224,0
3183,twenty percent elect current come nuclear power plant think unit state two around coast california,-0.10000000149011612,0
3184,nordic country country meet develop aid goal,0.5,1
3185,tell david chillin percent carbon miss want get rid caus natur,0.5,1
3186,sen barbara boxer vote immigra reform permit hispana immigra peopl come legal work,0.10000000149011612,0
3187,sent obama liber vote record unit state sent,-0.30000001192092896,-1
3188,say mari bulk madison school district school district left state ignor act law school year,-0.30000001192092896,-1
3189,growth sector weve last two year america govern growth,0.20000000298023224,0
3190,rais minimum wage actual help half work full time averag worker year old,-0.699999988079071,-1
3191,fifth percent graduate class year smoke marijuana done iller drug,0.0,0
3192,taxpayer pay fortune use air forc one campaign trail presid barack obama hillary clinton,-0.4000000059604645,-1
3193,note mani observe includ bill clinton former secretary labor plan anybody reduc cost,0.0,0
3194,public option fund public money fund privat insur premium,0.10000000149011612,0
3195,thirty eight state georgia includ appoint rather elect state school superintend,-0.10000000149011612,0
3196,come nobody stop train,0.0,0
3197,averag u military work dog save life serviceman woman span career,0.4000000059604645,1
3198,onlin chang address place estim voter cast provision ballot could chang address onlin vote regular ballot,-0.10000000149011612,0
3199,tourism account job state ohio visitor spend billion annual,-0.10000000149011612,0
3200,say food stamp growth high lag rise unemploy,-0.5,-1
3201,shoot dalla policeman near peopl appli day,0.0,0
3202,conserve vote record,0.4000000059604645,1
3203,woman oregon paid cent every dollar paid men wage gap elimi work woman oregon would enough money gallon gas week food famili near month rent,-0.4000000059604645,-1
3204,ive gotten see commerce ive gotten see vicious commerce ive ever seen michelle obama talk hillary,-0.20000000298023224,0
3205,every dollar county get tax new develop cost u percent provid servic,0.30000001192092896,1
3206,year old move austin citi america,0.20000000298023224,0
3207,anybody who tri cross street seen sign say stop pedestrian crosswalk bill pass,-0.6000000238418579,-1
3208,poll show percent new jersey percent gun household state support expand background check keep gun away shouldn,0.0,0
3209,one thousand peopl day move text mean million peopl next year,0.0,0
3210,country constitute right like second amend,0.10000000149011612,0
3211,taken away right current exist citi north carolina passage hb,0.0,0
3212,john bookman exit put percent nation sale tax every buy,-0.30000001192092896,-1
3213,sinc june percent job creat america text,0.20000000298023224,0
3214,say ron widen spent million study exit ant,-0.30000001192092896,-1
3215,announc resid florida go experi massive doubl digit premium hike,-0.10000000149011612,0
3216,young man woman enter ninth grade newark year percent graduate rate,0.0,0
3217,van one sign petit indic think bush administr blew world trade center cover,0.0,0
3218,feder govern own percent land state million acr,0.10000000149011612,0
3219,say bernie sander auto bailout vote money end save auto industry,0.20000000298023224,0
3220,epa close lead smelter missouri lead bullet come oversea,0.0,0
3221,ken hog bad botch investig result justic want done case,-0.5,-1
3222,donald trump hillary clinton bernie sander ident posit health care want put govern charg doctor,0.10000000149011612,0
3223,minimum wage lower right ronald reagan took offic,-0.10000000149011612,0
3224,community college system state cut reduc fund per student,0.20000000298023224,0
3225,atlanta brave oldest continu oper profession sport franchise america,0.699999988079071,1
3226,bought gst steel mitt romney partner load debt close kansas citi plant walk away health profit leav hundi employe work pension jeopardy,-0.20000000298023224,0
3227,military veteran street country given day,0.10000000149011612,0
3228,new york time write long story donald trump tax return didn point wrong paragraph,0.30000001192092896,1
3229,renew advance energy manufactur project ohio rank first among state,0.0,0
3230,saysjeb bush significa cut early vote prior president elect,0.0,0
3231,academy achiev student athlete mention breath spirit not dame stanford,0.0,0
3232,barack obama million new peopl healthcare,-0.10000000149011612,0
3233,right keep percent georgia tech graduate,0.20000000298023224,0
3234,fund tuberculosis research provid u nation institut health,0.5,1
3235,amaze job lost first month smoke ban implement ohio hospita industry alon,0.10000000149011612,0
3236,say mexico doesn birthright citizenship american one,-0.20000000298023224,0
3237,massachusetts pass mandatory health insur law mortal rate went save life,0.10000000149011612,0
3238,orang county florida school board vote make impose student receiv grade,-0.4000000059604645,-1
3239,richmond vegan friend citi,0.20000000298023224,0
3240,consi mack miss vote one worst vote record congress,-0.800000011920929,-1
3241,sent obama relat friend say talk run presid least last year campaign spokesman said,0.0,0
3242,presid obama never receiv paycheck profitmak busi entire life,-0.30000001192092896,-1
3243,wend david oppos limit abort,-0.699999988079071,-1
3244,that legal find somebody el salary even your exact job retail includ fire place,0.30000001192092896,1
3245,unit state experienc straight month unemploy percent higher,-0.4000000059604645,-1
3246,presid releas oil strategy oil reserve,0.30000001192092896,1
3247,suspect terrorist attempt buy gun america walk away weapon want,-0.4000000059604645,-1
3248,presid obama sign copenhagen climat chang treat sign freedom democracy prosper away fore neither subset govern may elect would power whatsoever take back,-0.5,-1
3249,congress fail act obama administr intend give away control internet intern bodi akin unit nation,-0.5,-1
3250,labor union presid andi stern frequent visitor white hous,0.0,0
3251,u trillion unfound label,0.0,0
3252,evil donald trump use recruit tool terrorist,0.10000000149011612,0
3253,study study shown death penalty deter murder,0.30000001192092896,1
3254,nationwide tuition public univers almost percent last year,0.5,1
3255,attack health year old homosex man would protect law attack eight year old child,0.6000000238418579,1
3256,cap trade plan,0.10000000149011612,0
3257,london b johnson first year congress oppos every civil right measure came vote,0.10000000149011612,0
3258,two year ago longest serv leader california repubs jerry brown bold declare china california spear nation,0.5,1
3259,vote obamacare sen kay pagan vote kill equiva million job,0.10000000149011612,0
3260,keystone oil pipeline would employ peopl unit state,0.0,0
3261,misogynist bigot epic propert like u rep steven smith allow serv,0.699999988079071,1
3262,barack obama right seven year drama degrade military,-0.699999988079071,-1
3263,say club growth tri defeat republican presid call nancy pelosi person respect washington,0.4000000059604645,1
3264,argu year need move musharraf police pakistan police,0.0,0
3265,say bike crosswalk dip wheel road car must legal stop,0.4000000059604645,1
3266,joe garcia rais util rate famili,0.699999988079071,1
3267,firefight policeman other support wisconsin gov scott walker elect bid dont worry collect bargain right,0.5,1
3268,two third top rate hospita florida hospita,-0.20000000298023224,0
3269,lifespan averag american le peopl nation spend far le health care put blunt spend die sooner,0.30000001192092896,1
3270,say donald trump say organ crime run wild reserve,0.699999988079071,1
3271,barack obama said differ obama george bush war,-0.10000000149011612,0
3272,watch jersey citi n j thousand thousand peopl cheer world trade center collapse,0.4000000059604645,1
3273,singl night januari state local plan agency rode island report follow estim homeless veteran homeless,0.10000000149011612,0
3274,austin san antonio houston dalla sex coupl rais child,-0.10000000149011612,0
3275,shaheed vote obama percent time,-0.30000001192092896,-1
3276,say state sent leader accept campaign contribut dentist pharmacist past two year,0.0,0
3277,say bill white refus debat,-0.4000000059604645,-1
3278,republican vote stimulus happi claim credit recoveri act project job project produc come ribbon cut,0.30000001192092896,1
3279,there noth rhodemap ri plan take away local govern control local zone control,-0.4000000059604645,-1
3280,percent georgian dont support legis eas gun restrict hous worship bar campus,0.5,1
3281,virginia popul increas percent per caput spend budget increas whop percent,-0.20000000298023224,0
3282,without westside max wed need add lane sunset highway,0.4000000059604645,1
3283,elena kagan new york citi radio marxist lawyer,0.4000000059604645,1
3284,say rick peri provid state tuition iller immigra,0.5,1
3285,say report text vote donald trump state republican primary virtual get tall marco rubio,0.6000000238418579,1
3286,wend david already taken teacher union past democrat gubernatorial candid combin,0.30000001192092896,1
3287,propos immigra bill bankrupt georgia pass,-0.699999988079071,-1
3288,say larg major republican believ obama muslim u born,-0.30000001192092896,-1
3289,three year could find close million gallon per day toilet replace program,0.0,0
3290,washington c area never recess,-0.30000001192092896,-1
3291,say michelle field found secur camera tape sudden story chang,-0.699999988079071,-1
3292,say text st busi climat th educ,0.20000000298023224,0
3293,say mccain vote let govern charg rape victim fores exam,-0.10000000149011612,0
3294,republican vote recent hike incom tax patrol tax capit gain tax dividend tax estate tax tax pass obamacare,0.0,0
3295,trump want turn taxpayer own build night hotel congressman jeff dental r ca help broker deal brag,0.800000011920929,1
3296,say chris abel five year he done noth westbrook dam,-0.10000000149011612,0
3297,community bank destroy dodd frank,0.0,0
3298,new york citi entry level janitor get paid twice much entry level teacher,-0.20000000298023224,0
3299,say black woman fastest grow demography group text seek conceal handgun licens,0.6000000238418579,1
3300,say pay new chancellor basic salary near year amount includ cost public employe benefit perk live expense lavish hous upscale car spend allow fine dine almost every day taxpayer dollar,0.0,0
3301,you got peopl want go moos hunt new hampshire want obamacare,0.0,0
3302,there corral primary turnout win fall last elect,0.0,0
3303,last time republican held hostage resolute ensur country bill paid cost u billion ad interest slow econom recoveri,-0.699999988079071,-1
3304,africa spend highest percentage gdp educ part world,0.30000001192092896,1
3305,recent study confirm academy benefit govern fund preschool disappear fourth grade,0.0,0
3306,top percent incom earner pay percent state incom tax bottom pay littl noth,-0.4000000059604645,-1
3307,feder resist hous washington regul page length weigh pound,-0.20000000298023224,0
3308,say like todd akin text republican u hous cosponsor bill attempt distinguish forcibly rape sexual assault,-0.800000011920929,-1
3309,look state soccer popular theyr overwhelm blue state state soccer least popular red state,-0.10000000149011612,0
3310,number african american men prison increas fivefold sinc left offic,-0.30000001192092896,-1
3311,say state level spend tax expenditure public safety health care educ combin,0.4000000059604645,1
3312,hospita children hospita state union,0.10000000149011612,0
3313,head head poll general elect beat hillary clinton anybody point,0.10000000149011612,0
3314,say former u rep carol shea porter refus host town hall meet time congress,-0.5,-1
3315,malaysia mani worker indenture servant passport taken away come country work slave like condit,-0.6000000238418579,-1
3316,call supreme court nomine sonia sotomayor racist,0.30000001192092896,1
3317,ninety six percent employ grant state consid small busi,-0.10000000149011612,0
3318,middle class famili donate charity get cent incom tax bill gate donate charity take cent incom tax,0.30000001192092896,1
3319,use president appoint commits,0.0,0
3320,marco rubio miami lobbyist,0.0,0
3321,ive never support legis invade peopl choice contracept,-0.30000001192092896,-1
3322,mitchell intern airport third busiest airport world number one busiest country,0.20000000298023224,0
3323,georgia one seven state lose job lost job far,-0.5,-1
3324,say obama administr catch releas nonoil iller immigra,0.0,0
3325,say wisconsin democrat previous administr adopt doubl digit tax increas,-0.10000000149011612,0
3326,never consid maverick,-0.20000000298023224,0
3327,mitt romney say arizona immigra law model nation,0.0,0
3328,individu mental ill die averag year earlier without mental ill,0.0,0
3329,florida economi became bad economi huge spike oil price summer,-0.20000000298023224,0
3330,stabile recent financi crisi cost le percent gdp le percent fix save loan crisi,-0.5,-1
3331,recommend major tax overhaul georgia overal tax hike,0.10000000149011612,0
3332,govern arm forc stockpile hundi million round amount domes use,0.20000000298023224,0
3333,even roger william nation memory home state rode island attract near visitor non local visitor ad million local economi,-0.20000000298023224,0
3334,six georgia county lawyer,0.0,0
3335,employe workplace freedom state make money,0.10000000149011612,0
3336,research watch much crime pick take away footbal,0.10000000149011612,0
3337,five guantanamo detained swap bow bergdahl back battlefield,0.0,0
3338,auto bailout general motor back top world automat,0.4000000059604645,1
3339,martin luther king jr republican,0.10000000149011612,0
3340,rode island charter school nation recon outperform counterpart across country,0.30000001192092896,1
3341,every singl day country peopl deport vast major peopl deport arent crimini,-0.699999988079071,-1
3342,roy barn governor georgia creat job,0.6000000238418579,1
3343,text full time state employe per caput california illinois,0.0,0
3344,alaska print william sound pristine,0.4000000059604645,1
3345,billion budget deficit inherit came offic became billion surplus,0.0,0
3346,american pray pari govern act mandatory nation vaccine,-0.30000001192092896,-1
3347,every personhood bill ive ever support either language say conform constitute rule supreme court cometh effect,0.0,0
3348,say scott brown vote give oil company big tax break,0.4000000059604645,1
3349,infant mortal rate percent higher state right work law,-0.30000001192092896,-1
3350,state georgia near bottom among state sat score graduate rate,0.20000000298023224,0
3351,spend percent gdp infrastructure china india spend percent gdp reinvest back country,0.0,0
3352,middle class define includ incom rough,-0.10000000149011612,0
3353,end dead interest owe debt could rise near trillion,0.20000000298023224,0
3354,odd fact odd draft overal pick earn pick due state tax florida bad,0.0,0
3355,one industry america increas employ base last four year peopl unit state govern,-0.10000000149011612,0
3356,born lion mid kid born today le,0.0,0
3357,say text community unemploy rate still percent,0.0,0
3358,thousand politician across ohio along relat employe friend still elim serv propos redistrict commits,-0.30000001192092896,-1
3359,say mitt romney commit overturn roe v wade support amend define life begin moment concept,0.30000001192092896,1
3360,say sierra club su stop oil gas activ text coast turtle fine,-0.5,-1
3361,state turn money high speed rail kill near german wisconsin job,-0.30000001192092896,-1
3362,say pat doomed visit joe sestak veteran came home vote every veteran approps bill,-0.10000000149011612,0
3363,say north carolina republican sent candid thom till call obamacare great idea,0.30000001192092896,1
3364,never vote feder restrict gun ownership,-0.10000000149011612,0
3365,oregon peopl arrest marijuana relat crime,-0.10000000149011612,0
3366,gov mitt romney massachusetts rank th job creation,0.4000000059604645,1
3367,six largest citi ohio higher rate violence crime every major citi along u mexico border,-0.20000000298023224,0
3368,su gun manufactur support braid support thing like assault weapon ban,0.20000000298023224,0
3369,say support octo legis rescue wall street firm,0.4000000059604645,1
3370,said u rep jim marshal bacon sent near billion oversea build wind turbine creat job most china,0.10000000149011612,0
3371,arab spring drove gas price,0.10000000149011612,0
3372,republican budget plan say year your year old who elim medical pay near would today,0.0,0
3373,say new york bureaucrat tell whether even drink big gulp,0.0,0
3374,wealth gap black white unit state greater black white wealth gap apartheid south africa,0.6000000238418579,1
3375,chris christi cut equal pay woman call senseless bureaucracy,-0.8999999761581421,-1
3376,accord recent congressional budget offic report obamacare million peopl lose employ sponsor insur,-0.6000000238418579,-1
3377,indiana highest credit rate nation,0.30000001192092896,1
3378,tim kain propos billion tax increas time enter governor mansion time left,0.0,0
3379,cervix cancer africa full prevent basic educ screeningand vaccine,-0.4000000059604645,-1
3380,member redistrict commits propos issu could accept bribe somebody couldnt remov commits,-0.6000000238418579,-1
3381,make public college univers tuition free exist country world use exist unit state,0.699999988079071,1
3382,wide major era household support legis gun background check,0.4000000059604645,1
3383,today percent gun purchas without background check,0.0,0
3384,democrat field agent zero,-0.20000000298023224,0
3385,social secur ponzi scheme,0.0,0
3386,say nick mahal vote obama percent time,0.0,0
3387,text surpass alcohol lead contribut factor teen drive death,0.0,0
3388,vast major syrian refuge young abl bodi men look work,0.30000001192092896,1
3389,republican leader sent said main goal elect simply win next one,0.10000000149011612,0
3390,rick scott increas tuition state college univers doubl digit,0.699999988079071,1
3391,men woman guard forc contact food bank feed,0.0,0
3392,say scott walker view abort restrict republican presid recent time,-0.30000001192092896,-1
3393,non profit grouped america lie claimsthat one five kid fight start daily unit state,0.0,0
3394,two week ago john mccain lead proton amnesty challeng sudden chang,-0.6000000238418579,-1
3395,imag nine white blondwomen show amaze divers fox news anchor,0.8999999761581421,1
3396,medical propos rep paul ryan r wi would allow insur company deny coverage drop pre exist condit,-0.5,-1
3397,four statewide race century within vote margin three overturn recount,0.0,0
3398,michelle obama order worth lobster caviar new york hotel,-0.20000000298023224,0
3399,say newt gingrich said spanish language ghetto,-0.6000000238418579,-1
3400,came offic vaccine rate text percent left two week ago percent,-0.20000000298023224,0
3401,central health hospita district text spend taxpayer dollar abort,-0.800000011920929,-1
3402,decis remov chick fil mori univers base sole student feedback,-0.30000001192092896,-1
3403,woman miscarriage could investig polic legis support republican state sent candid rick index,0.5,1
3404,busi requir certifi ir penalty perjury obamacare motive factor cut staff,0.20000000298023224,0
3405,restor vote right non violent felon,-0.30000001192092896,-1
3406,presid obama want admit war,0.0,0
3407,say barack obama regulatory advis ca sustain want ban hunt say anim repres court,-0.10000000149011612,0
3408,say story birth certif drown medium coverage republican white hous budget plan week april,0.0,0
3409,chesterfield elimi posit general govern oper commonwealth entire state govern sinc fiscal,-0.20000000298023224,0
3410,koch network spend money sent race ohio anywhere els country,-0.699999988079071,-1
3411,russia peopl absolut equal regardless religion sex ethnic sexual orient country world crimini label homosex,-0.4000000059604645,-1
3412,say text sent hope donna campbell doesn live district shes hope win,0.20000000298023224,0
3413,state cover smaller percentage cost k educ,0.0,0
3414,govern need warrant read old email,0.0,0
3415,say gov scott walker led peopl believ wisconsin doesn implement health care exchange obamacare doesn happen,-0.30000001192092896,-1
3416,poorest country woman,-0.8999999761581421,-1
3417,say dow chemin decid build plant saudi arabia rather oklahoma due impact environment regul supply natur gas,0.0,0
3418,say richard dealin rais tax billion singl day,0.20000000298023224,0
3419,head ir order email eras congress could review make sure american peopl never know real truth,-0.5,-1
3420,say newark pay percent school budget local property tax,-0.20000000298023224,0
3421,georgia nation fifth largest woman infant child wic supplement nutria program serv mother babi child every day,0.6000000238418579,1
3422,say creat first felony defer prosecute program nonoil first offend text,-0.20000000298023224,0
3423,say interview ask donald trump treat woman respect trump reply cant say,0.10000000149011612,0
3424,spend percent entire cost military aspect nato,-0.10000000149011612,0
3425,every state woman paid le men,0.0,0
3426,there one u who actual cut govern spend two there one your look,0.0,0
3427,health care bill cut deficit trillion dollar,0.4000000059604645,1
3428,say newt gingrich said make million iller worker country legal,0.0,0
3429,flint sworn offic polic forc murder rape citi flint polic offic murder rate climb rape climb,-0.30000001192092896,-1
3430,say ballot congress serv time jail,-0.10000000149011612,0
3431,say nation coca cola study show texan love text resid state love state wisconsin rank second,0.800000011920929,1
3432,obama want child health insur,-0.10000000149011612,0
3433,fair tax propos encourag inno invest level play field american company compet global,0.5,1
3434,say feder govern earn tax revenu time,0.20000000298023224,0
3435,unit state one country david perdu said pillowed deposit creat job,-0.699999988079071,-1
3436,magi hassan miss near every univers system board meet,0.800000011920929,1
3437,donald trump said exit hous crash devas million american famili thought would help scoop real estate cheap,-0.20000000298023224,0
3438,say josh mandel oppos feder loan auto industry,0.10000000149011612,0
3439,say gun law allow domes abus sidestep ban get gun loophole allow convict abus walk gun show walk gun question ask,-0.800000011920929,-1
3440,substantia number probation participa pilot project eas farm labor shortage abl finish work,-0.10000000149011612,0
3441,say simpson bowl deficit reduce propos urg rais trillion new revenu,0.4000000059604645,1
3442,high speed rail project would creat plus job florida,0.0,0
3443,today almost half debt own foreign,0.0,0
3444,say republican vote creat hous panel investig plan parenthood,0.10000000149011612,0
3445,far mass shoot day,0.0,0
3446,republican candid governor nathan deal fought weaken georgia rape shield law,-0.699999988079071,-1
3447,noth done mean million spent dont gun ownership database,-0.30000001192092896,-1
3448,aaron bean vote give iller immigra state tuition,0.4000000059604645,1
3449,say track record rais tax,0.20000000298023224,0
3450,almost percent undock immigra come plane overstay visa,0.0,0
3451,last year obama administr offici releas neighborhood crimini immigra near convict crime includ hundi convict murder rape kidnap thousand drug relat crime,-0.800000011920929,-1
3452,commerce bus unit state stellar safety record safety record exceed commerce mode surface transport mode,0.6000000238418579,1
3453,child hunger,0.10000000149011612,0
3454,thanksgiv christmas th juli every year iran celebr death america day,0.4000000059604645,1
3455,pension fund citi provid percent fund level tavern took offic,0.0,0
3456,florida send billion c return billion,0.0,0
3457,say presid barack obama deliv billion brazil help offshore drill project,0.10000000149011612,0
3458,ippon glenn hear express pride legis cut public school fund,0.800000011920929,1
3459,one that number new drill permit obama administr sinc came offic,-0.4000000059604645,-1
3460,someon last week veena near school kill someon bow arrow,-0.20000000298023224,0
3461,obama administr offer million hama recon terrorist organ rebuild gaza,0.20000000298023224,0
3462,say wisconsin gov scott walker make vote difficult close depart motor vehicle offic low incom voter live,0.20000000298023224,0
3463,univers wisconsin system reserve mid low rang compar univers system,0.30000001192092896,1
3464,south carolina primary way behind poll stage,0.10000000149011612,0
3465,big bank invest joe heck heck sponsor million dollar tax break bank,-0.30000001192092896,-1
3466,alter higher state worker pension health care payment look layoff state employe close child would bump medicaid relat program,-0.5,-1
3467,contrary popular belief actual dont mani public employees well averag number public employe,-0.4000000059604645,-1
3468,right lowest gas tax anywhere country,0.20000000298023224,0
3469,say hillary clinton tim kain want shut shale shut natur gas,0.4000000059604645,1
3470,presid obama run elect sent sander tri find someon primary,0.0,0
3471,provid amongst highest tax rate entire country,0.20000000298023224,0
3472,never singl shred evil present anyone thatch attack bengali libya spartan fact cia understood early,0.4000000059604645,1
3473,help balance budget gov scott walker use credit card approach push million debt onto child grandchild cost state taxpayer million interest,0.20000000298023224,0
3474,saysbarack obama vote language indiana religio freedom restor act illinois state sent sexual orient doesn anoth law,-0.699999988079071,-1
3475,sent clinton john mccain stood previous year increas fuel offici standard would situate first place,-0.20000000298023224,0
3476,among money spent health care unit state cent every dollar spent medical medicaid,0.0,0
3477,say democrat state sen jim hollerin vote property tax free vote billion property tax hike,0.20000000298023224,0
3478,today walton famili walmart wealth bottom percent america,0.30000001192092896,1
3479,say mitt romney director company stole million medical,-0.699999988079071,-1
3480,middle class american pay higher tax rate millionaire billionaire,-0.20000000298023224,0
3481,high speed rail,0.10000000149011612,0
3482,win enough pledge depeg impose,-0.20000000298023224,0
3483,atlanta mani visitor la vega san diego los angel orlando fla new york citi still visitor,0.4000000059604645,1
3484,bush administr pull troop afghanistan pull resource away want invade iraq instead,-0.6000000238418579,-1
3485,bill brief tea parti legislature tri repeal kindergarten compulsory educ defund plan parenthood elimi insur coverage birth control,0.30000001192092896,1
3486,say proposed block market entry new marijuana dispensary,0.0,0
3487,farm bill vote week ago except one two sentence,0.0,0
3488,say none govern program target elimi sever cutback hous republican spend plan appear gao list govern program high risk wast fraud abus,-0.800000011920929,-1
3489,refus balance budget back child,-0.6000000238418579,-1
3490,major american peopl oppos health care law sign still oppos today,0.0,0
3491,chuck schemer marco rubio tri push amnesty ted cruz stop,0.0,0
3492,hillary clinton already said shes go wipe second amend doesn believ first amend also belief big govern fly face th amend,-0.4000000059604645,-1
3493,ohio lost job ted strickland watch,-0.5,-1
3494,say virginia florida georgia three state principe source gun traffick,-0.10000000149011612,0
3495,say hillary clinton show froward county privat meet elect supervisor brenda snipe,0.30000001192092896,1
3496,voter fraud provid portion margin victory democrat john lehman republican sen van wanggaard state sent recal elect,-0.30000001192092896,-1
3497,clayton county employ peopl past seven month neighborhood stabile program,0.4000000059604645,1
3498,health care reform plan consid congress final reduc cost health care,0.30000001192092896,1
3499,mayor tom barrett police drove unemploy percent milwaukee push one america worst citi unemploy,-0.800000011920929,-1
3500,two third kid cant read grade level,-0.5,-1
3501,debt per household,0.20000000298023224,0
3502,charlie crist florida lost job unemploy rate increas percent percent,-0.4000000059604645,-1
3503,massachusetts health care plan dealt percent popul far le percent american peopl affect presid barack obama health care law,-0.4000000059604645,-1
3504,georgia iller immigra crackdown law call brown code similar black code govern black civil war,0.10000000149011612,0
3505,say ken cuccinelli tri make difficult mother obtain divorce,0.4000000059604645,1
3506,incom hous speaker dean cannon incom sent presid mike haridopolo said plan champion effort next legis session allow oil rig florida coast,0.6000000238418579,1
3507,say comment extremist jv team want specif refer islam state,-0.20000000298023224,0
3508,one man new cast del county execut chris coon thought property tax hike almost percent,0.0,0
3509,nafta sign bill clinton disas pennsylvania,0.0,0
3510,social secur contribut debt deficit,0.20000000298023224,0
3511,american power act would cut depend oil half,-0.30000001192092896,-1
3512,text one hand state equal pay law,-0.20000000298023224,0
3513,say charlie crist campaign bashedsen bill nelson big govern slut,0.0,0
3514,controvert proof speed contribut factor increas vehicular fatal,-0.699999988079071,-1
3515,say propos anti abort legis would forc woman face person health decis endure transvaginal ultrasound,-0.10000000149011612,0
3516,two top three rate public high school wisconsin ronald reagan college prep rufus king intern mp school,0.10000000149011612,0
3517,dozen senior terrorist taken battlefield drone,-0.20000000298023224,0
3518,say tommy thompson favor obama health care mandat public thank obama health reform support thompson say cant repeal obamacare,-0.4000000059604645,-1
3519,say state rep jim offer gop listen hous speaker joe straps mail piece democrat mark strata help defeat republican,0.4000000059604645,1
3520,abort right,-0.5,-1
3521,depart justic obama administr disagree decis judg sotomayor made rich v destefano case,0.0,0
3522,say sinc redistrict text lawman alway found violate section vote right act,-0.800000011920929,-1
3523,serious voter fraud new hampshire,-0.699999988079071,-1
3524,tallahassee ninth rainiest citi nation,0.10000000149011612,0
3525,knapp say upheld campaign promis join public employe retire system per,0.0,0
3526,unit state advance country earth doesn guarantee paid mater leav worker,-0.5,-1
3527,faculty salary uw system institut fallen percent nation averag,0.10000000149011612,0
3528,isi country,0.0,0
3529,oil spill congressman adam putnam doubl say energy source includ oil drill gulf consid day oil spill start,0.30000001192092896,1
3530,global surface temperature flat year,0.0,0
3531,say democrat parti created debat schedule maxim opportun voter see candid,0.5,1
3532,say live promis close torpor tax loophole send profit oversea,-0.30000001192092896,-1
3533,unit state immigra system percent peopl come come base labor skill,0.10000000149011612,0
3534,consum feder level percent gross domes product histor percent weve taken percent away privat sector,-0.6000000238418579,-1
