,raw_text,clean,label
1721,Mick Mulvaney sits down for a fireside chat,mick mulvaney sit firesid chat,1
1722,Headlines about China’s weak growth are somewhat misleading,headlin china weak growth somewhat mislead,1
1723,The case raises uncomfortable questions about American officials’ uncompromising techniques,case rais uncomfort question american offici uncompromis techniqu,1
1724,What the Supreme Court’s silence on DACA means,suprem court silenc daca mean,1
1725,It seems DACA recipients will be spared Mr Trump’s hoped-for rollback of the programme until at least the autumn,seem daca recipi spare mr trump hope rollback programm least autumn,1
1726,"The Pentagon still regards North Korea as an ""extraordinary threat"", despite Donald Trump and Kim Jong Un's summit…",pentagon still regard north korea extraordinari threat despit donald trump kim jong un summit,1
1727,"Personal data must be regarded as a human right, says @iamwill #OpenFuture",person data must regard human right say iamwil openfutur,1
1728,America's long legal reach may have given its own firms an edge over foreign rivals,america long legal reach may given firm edg foreign rival,1
1729,"Thankfully, the technology to combat rogue drones is getting better",thank technolog combat rogu drone get better,1
1730,"Tim Martin's pubs have swapped champagne for English sparkling wine and Jägermeister for ""Chorley's number one herb…",tim martin pub swap champagn english sparkl wine j germeist chorley number one herb,1
1731,William Barr will probably not meddle with the Mueller probe,william barr probabl meddl mueller probe,1
1732,Gavin Newsom plans to reinstate a requirement that all Californians must have health insurance or face a penalty,gavin newsom plan reinstat requir californian must health insur face penalti,1
1733,A new book contains familiar but sound advice for improving the daily grind—don't work so hard that you lose sleep…,new book contain familiar sound advic improv daili grind work hard lose sleep,1
1734,"When recession bites, ""Corbyn will be seen as a moderate"", says Albert Edwards, global strategist at Société Généra…",recess bite corbyn seen moder say albert edward global strategist soci g n ra,1
1735,No force is stronger in Brussels at the moment than the desire to get Brexit out of the way,forc stronger brussel moment desir get brexit way,1
1736,"London's appeal for job-searchers looks to have declined since Brexit, but not catastrophically",london appeal job searcher look declin sinc brexit catastroph,1
1737,"From January 29th: The Intelligence podcast, a daily burst of illumination from The Economist’s correspondents. Sub…",januari th intellig podcast daili burst illumin economist correspond sub,1
1738,Liechtenstein is 300 years old today. Time for it to stop being the butt of jokes From @1843mag,liechtenstein year old today time stop butt joke mag,1
1739,"Israel is leading the world in the field of agritech. “Agricultural parks”, using Israeli technology, have mushroom…",israel lead world field agritech agricultur park use isra technolog mushroom,1
1740,Chigozie Obioma employs myth and spirituality to create a vibrant new world,chigozi obioma employ myth spiritu creat vibrant new world,1
1741,"Many from northern Greece have been told since childhood that the Greek monopoly on the word ""Macedonia"" is sacrosa…",mani northern greec told sinc childhood greek monopoli word macedonia sacrosa,1
1742,Lost productivity among adults who need glasses is estimated to cost the global economy $227bn annually,lost product among adult need glass estim cost global economi bn annual,1
1743,"Cheer up, it's almost Friday",cheer almost friday,1
1744,"An Orchestra of Minorities, Chigozie Obioma's second novel, is a wholly unsentimental epic",orchestra minor chigozi obioma second novel wholli unsentiment epic,1
1745,Autonomous systems make it harder to assign responsibility for what happens during conflict,autonom system make harder assign respons happen conflict,1
1746,Canada's pension fund has more than tripled in portfolio size over the past decade,canada pension fund tripl portfolio size past decad,1
1747,It looks as though the euro zone economy needs revving up again,look though euro zone economi need revv,1
1748,Many people keep shtum when they see their bosses making mistakes for fear of appearing foolish or losing their job…,mani peopl keep shtum see boss make mistak fear appear foolish lose job,1
1749,"For some investors, Chinese debt is a terrain of untapped profits",investor chines debt terrain untap profit,1
1750,A deal collapses at the last minute at Spanish banking's equivalent of Real Madrid,deal collaps last minut spanish bank equival real madrid,1
1751,It was not until the 17th century that children began to be seen as innocents who must be protected from the ills o…,th centuri child began seen innoc must protect ill,1
1752,A bilingual child's connection to relatives and another culture is good thing in itself. How to bring it about?,bilingu child connect relat anoth cultur good thing bring,1
1753,Big alliances and mergers could shore up balance-sheets in the car industry. But such transactions are difficult to…,big allianc merger could shore balanc sheet car industri transact difficult,1
1754,2018 was probably the best year for America's banking industry since the financial crisis,probabl best year america bank industri sinc financi crisi,1
1755,The Intelligence is a new current-affairs podcast from the editors of The Economist. Subscribe now so you don't mis…,intellig new current affair podcast editor economist subscrib mi,1
1756,"The number of naturalisation petitions climbed from 783,062 in 2015 to 986,851 in 2017, according to DHS data",number naturalis petit climb accord dhs data,1
1757,Eight of the 13 pieces of primary legislation the government says are needed for Brexit are still outstanding,eight piec primari legisl govern say need brexit still outstand,1
1758,"Our deputy editor @TomStandage explains why The Economist is launching a new daily podcast, The Intelligence",deputi editor tomstandag explain economist launch new daili podcast intellig,1
1759,"On this week’s “Money Talks”, Harvard Business School professor @AmyCEdmondson joins host @econbartleby to discuss…",week money talk harvard busi school professor amycedmondson join host econbartlebi discus,1
1760,"The world's wealthiest 0.001% are creating their own personal investment firms, which could make wealth inequality…",world wealthiest creat person invest firm could make wealth inequ,1
1761,"Two new books suggest that ""the great fairground ride of world population change"" is running out of steam",two new book suggest great fairground ride world popul chang run steam,1
1762,"National regulators are rowing over whether managers should ditch the ""share-cancellation mechanism""",nation regul row whether manag ditch share cancel mechan,1
1763,"But without Cary Fukunaga's artistry, “True Detective” needs its central mystery to pay off to be worth the watch",without cari fukunaga artistri true detect need central mysteri pay worth watch,1
1764,"As the euro area begins its third decade, a new slump is looming",euro area begin third decad new slump loom,1
1765,Coming soon: The Intelligence is a daily current-affairs podcast that provides a unique perspective on the events s…,come soon intellig daili current affair podcast provid uniqu perspect event,1
1766,"Officials renamed the Aiyi river in Ningxia, a region that is home to around 2m Hui, because its name was “Arabic-s…",offici renam aiyi river ningxia region home around hui name arab,1
1767,A poll last month found that Hong Kongers would sooner call themselves “global citizens” than “Chinese”,poll last month found hong konger would sooner call global citizen chines,1
1768,Companies should work harder to create an atmosphere where workers can speak their minds,compani work harder creat atmospher worker speak mind,1
1769,Nearly half of all rape cases reported to the police in South Africa fail to result in an arrest,near half rape case report polic south africa fail result arrest,1
1770,"Rome's decline was caused less by gaping wounds than gaping inequality, and by leaders unable or willing to remedy…",rome declin caus le gape wound gape inequ leader unabl will remedi,1
1771,Our analysis finds few managers who have beaten expectations for long enough to deserve proper credit. Diego Simeon…,analysi find manag beaten expect long enough deserv proper credit diego simeon,1
1772,The Campaign to Stop Killer Robots is calling for a pre-emptive ban on “fully autonomous” weapons. The trouble is t…,campaign stop killer robot call pre emptiv ban fulli autonom weapon troubl,1
1773,The rise of populism in Europe is damaging public health,rise popul europ damag public health,1
1774,"In India, some 23% of girls drop out of school upon reaching puberty, humiliated by their peers and unable to acces…",india girl drop school upon reach puberti humili peer unabl acc,1
1775,"An hour of “Glass” consists of slow, stilted, cod-philosophical conversations",hour glass consist slow stilt cod philosoph convers,1
1776,".@realdanlyons argues that the industry has reduced real wages, made workers feel dehumanised and exposed them to c…",realdanlyon argu industri reduc real wage made worker feel dehumanis expos c,1
1777,"The only ways to avoid leaving with no deal may be to request an extension of the Article 50 negotiating period, or…",way avoid leav deal may request extens articl negoti period,1
1778,This exhibition is important viewing. Harmful stereotypes and gross simplifications about indigenous American cultu…,exhibit import view harm stereotyp gross simplif indigen american cultu,1
1779,The most promising way to ensure greater equity may be to make early-years education more widely available and more…,promis way ensur greater equiti may make earli year educ wide avail,1
1780,Marie Kondo's stratospheric success highlights the excesses of the 21st century. From the archive,mari kondo stratospher success highlight excess st centuri archiv,1
1781,"The third season, which premiered on January 13th, has been received by some enthusiasts as a return to form, too",third season premier januari th receiv enthusiast return form,1
1782,What effect does greater immigration enforcement have on naturalisation rates?,effect greater immigr enforc naturalis rate,1
1783,"The tech industry has ruined office life, according to one veteran",tech industri ruin offic life accord one veteran,1
1784,"A genetically modified Devil's vine can remove benzene, chloroform and carbon tetrachloride from the air",genet modifi devil vine remov benzen chloroform carbon tetrachlorid air,1
1785,In elite sport the mental strength of an athlete can be just as important as physical strength. Sports psychologist…,elit sport mental strength athlet import physic strength sport psychologist,1
1786,"In truth, governments can do little to change people's minds about how many children to have",truth govern littl chang peopl mind mani child,1
1787,"Synthetic versions of several “designer” proteins are already in the pipeline, and the wider possibilities are endl…",synthet version sever design protein alreadi pipelin wider possibl endl,1
1788,All too quickly #euroboom has turned to #eurogloom,quick euroboom turn eurogloom,1
1789,"China is drawing up a five-year plan to “sinicise” Islam, as if the religion had been polluted by links to the outs…",china draw five year plan sinicis islam religion pollut link out,1
1790,Growing cherries in Chile is now more profitable than making wine,grow cherri chile profit make wine,1
1791,"A ""stable income is more important to me than respecting the constitution"", says a Morales supporter",stabl incom import respect constitut say moral support,1
1792,"John Clifton ""Jack"" Bogle, patron saint of the amateur investor, passed away last week. On “Money Talks”, we rememb…",john clifton jack bogl patron saint amateur investor pass away last week money talk rememb,1
1793,The Trump administration is driving up citizenship applications,trump administr drive citizenship applic,1
1794,"The National Trust aims to “preserve and protect the heritage at our places and spaces—for ever, for everyone”",nation trust aim preserv protect heritag place space ever everyon,1
1795,"Counting only the days when Parliament will sit, there are now just 35 days left until Brexit day",count day parliament sit day left brexit day,1
1796,"Social media companies are not the firms of the future, says @iamwill, writing for The Economist #OpenFuture",social medium compani firm futur say iamwil write economist openfutur,1
1797,Why low-cost airlines sell so many tickets for so little,low cost airlin sell mani ticket littl,1
1798,"In Africa, inflation has fallen over the long term. Runaway prices are now the exception, not the rule",africa inflat fallen long term runaway price except rule,1
1799,"To keep autonomous weapons under control, start by looking at the laws of war",keep autonom weapon control start look law war,1
1800,In some ways the presidency is less powerful domestically than it was 50 years ago,way presid le power domest year ago,1
1801,Is Kamala Harris a typical Californian progressive or something more? In 2016 our Lexington columnist profiled Ms H…,kamala harri typic californian progress someth lexington columnist profil m h,1
1802,Monetary policy in Africa has become more orthodox,monetari polici africa becom orthodox,1
1803,"Britain’s effort to leave the EU has become the mother of all messes. Here is the saga of the past few years, drawn…",britain effort leav eu becom mother mess saga past year drawn,1
1804,The euro area is back on the brink of recession,euro area back brink recess,1
1805,Drug trials for Ebola offer hope for successfully treating the terrifying virus,drug trial ebola offer hope success treat terrifi virus,1
1806,"Morgan is still owned by the family that founded it in 1909, and does not pursue the relentless growth that other c…",morgan still own famili found pursu relentless growth c,1
1807,"Kevin Hassett, chairman of the administartion’s Council of Economic Advisers, says one of his employees is driving…",kevin hassett chairman administart council econom advis say one employe drive,1
1808,"At cacao ceremonies in Bali, Silicon Valley and Brooklyn, people get together to get high on chocolate From @1843mag",cacao ceremoni bali silicon valley brooklyn peopl get togeth get high chocol mag,1
1809,The essence of character and identity are laid bare over the decision to pop a pod in a Nespresso machine or listen…,essenc charact ident laid bare decis pop pod nespresso machin listen,1
1810,A new documentary addresses the stigma of menstruation in India,new documentari address stigma menstruat india,1
1811,Brexit day is closer than it looks,brexit day closer look,1
1812,Kamala Harris has announced that she will run for the presidency in 2020. In 2016 our Lexington columnist profiled…,kamala harri announc run presid lexington columnist profil,1
1813,Could Germany be heading for a recession? We explore the possibility with our Berlin-based Europe correspondent…,could germani head recess explor possibl berlin base europ correspond,1
1814,Why clerical rage over the “Macedonian question” has modern roots,cleric rage macedonian question modern root,1
1815,"Germany’s teetering economy, speaking up in the workplace and the patron saint of amateur investors",germani teeter economi speak workplac patron saint amateur investor,1
1816,"Today in the German border town of Aachen, Angela Merkel and Emmanuel Macron renewed their countries' commitment to…",today german border town aachen angela merkel emmanuel macron renew countri commit,1
1817,"Jeff Bezos was found to be ""the most difficult CEO to replace"", according to a recent survey by Stanford",jeff bezo found difficult ceo replac accord recent survey stanford,1
1818,Chickens are now the world’s most widely traded meat,chicken world wide trade meat,1
1819,Which manager is top of the league? We have built a model to estimate the success of football managers…,manag top leagu built model estim success footbal manag,1
1820,"Data monarchs such as Facebook and Google know more about us than our family, government or doctor, says @iamwill…",data monarch facebook googl know u famili govern doctor say iamwil,1
1821,Some think 2019 could be an even better year for America's banks than 2018,think could even better year america bank,1
1822,There is a short time to prepare for Donald Trump and Kim Jong Un's next meeting. That risks more vaguely worded de…,short time prepar donald trump kim jong un next meet risk vagu word de,1
1823,"The Age of Surveillance Capitalism takes the dangers of the tech titans too far, in defining them as a Big Brothe…",age surveil capit take danger tech titan far defin big broth,1
1824,The premise of “Glass” is disastrously bad,premis glass disastr bad,1
1825,A legal playbook devised to bring down mobsters and racketeers has been repurposed for the corporate world,legal playbook devis bring mobster racket repurpos corpor world,1
1826,"Donald Trump has foreign carmakers in his sights, adding to their existing cyclical pain",donald trump foreign carmak sight ad exist cyclic pain,1
1827,A cheery tale of Chilean cherries,cheeri tale chilean cherri,1
1828,"With Brexit ten weeks away, negotiating an entirely different deal to Theresa May's seems impracticable",brexit ten week away negoti entir differ deal theresa may seem impractic,1
1829,Hong Kongers could be jailed for disrespecting China’s anthem,hong konger could jail disrespect china anthem,1
1830,Why are people in Hong Kong concerned about a new bridge linking them to mainland China?,peopl hong kong concern new bridg link mainland china,1
1831,Donald Trump is now halfway into his presidency. How has he fared so far?,donald trump halfway presid fare far,1
1832,Add a liver enzyme to a type of ivy to purify the air in buildings,add liver enzym type ivi purifi air build,1
1833,An economic slowdown in the euro zone now looks like more than a one-off,econom slowdown euro zone look like one,1
1834,"Cases against foreign firms are often opaque, disproportionate and intertwined with America’s commercial interests…",case foreign firm often opaqu disproportion intertwin america commerci interest,1
1835,"The African Union, initially concerned about the vote, has backed down. It may be more worried about preserving sta…",african union initi concern vote back may worri preserv sta,1
1836,"Children are linguistic sponges, but that doesn't mean that cursory exposure is enough",child linguist spong mean cursori exposur enough,1
1837,France and Germany plan to sign a new treaty in Aachen,franc germani plan sign new treati aachen,1
1838,A government programme providing cheap loans to small and medium-sized enterprises has instead granted them to thos…,govern programm provid cheap loan small medium size enterpris instead grant tho,1
1839,"In China’s feud with Canada, the gloves are off",china feud canada glove,1
1840,South Korea’s approach to planning is starkly unsentimental,south korea approach plan stark unsentiment,1
1841,Britain’s waning appeal to Europeans,britain wane appeal european,1
1842,"Macky Sall, Senegal’s president, will probably win a second term",macki sall seneg presid probabl win second term,1
1843,History shows the folly of China’s paranoia about Islam,histori show folli china paranoia islam,1
1844,"Zimbabwe’s government must give up the myth of parity between dollars and its own “zollars”, which are worth signif…",zimbabw govern must give myth pariti dollar zollar worth signif,1
1845,"On the eve of the Asian financial crisis, China’s income per person was only about 40% of Indonesia’s. Now it is ab…",eve asian financi crisi china incom per person indonesia ab,1
1846,The ban forces most of the city’s 6m residents to rely on overcrowded and chaotic public transport to get around,ban forc citi resid reli overcrowd chaotic public transport get around,1
1847,Economists reconsider how much governments can borrow,economist reconsid much govern borrow,1
1848,Mongolians are getting angry about corruption,mongolian get angri corrupt,1
1849,Michel Houellebecq’s new book is eerily prescient,michel houellebecq new book eerili prescient,1
1850,The movement to stop Bolivia’s President Evo Morales,movement stop bolivia presid evo moral,1
1851,America’s legal forays against foreign firms vex other countries,america legal foray foreign firm vex countri,1
1852,Last week Theresa May’s Brexit plan was crushed in a parliamentary vote. The only way out of the mess is to go back…,last week theresa may brexit plan crush parliamentari vote way mess go back,1
1853,Macron and Merkel renew their vows,macron merkel renew vow,1
1854,"The Economist has built a model that estimates the influence of managers and players, after adjusting for the quali…",economist built model estim influenc manag player adjust quali,1
1855,“Vox Lux” links shootings and global terrorism to celebrity culture without drawing a meaningful connection between…,vox lux link shoot global terror celebr cultur without draw meaning connect,1
1856,"A single clothes wash can release up to 700,000 microplastic fibres. Many of these end up in the ocean Supported b…",singl cloth wash releas microplast fibr mani end ocean support b,1
1857,"Rival European cities have increased their share of workers searching for jobs on LinkedIn, compensating for London…",rival european citi increas share worker search job linkedin compens london,1
1858,Is Google an evil genius?,googl evil genius,1
1859,Languages are an intimate part of an identity; it is wrenching to try and fail to pass them on to a child,languag intim part ident wrench tri fail pas child,1
1860,Chickens have become so big that their muscles prevent them from getting on top each other to mate,chicken becom big muscl prevent get top mate,1
1861,The ruling that Félix Tshisekedi won the vote flies in the face of evidence that the actual victor was Martin Fayulu,rule f lix tshisekedi vote fli face evid actual victor martin fayulu,1
1862,The ceremony takes place 56 years to the day after Charles de Gaulle and Konrad Adenauer signed the Elysée Treaty,ceremoni take place year day charl de gaull konrad adenau sign eli e treati,1
1863,"The narrator is an Igbo chi, a 700-year-old spirit who lives within and loves Chinonso, his ""host"", but who cannot…",narrat igbo chi year old spirit life within love chinonso host,1
1864,"Most startups, writes Dan Lyons, ""are terribly managed, half-assed outfits run by buffoons and bozos and frat boy…",startup write dan lyon terribl manag half ass outfit run buffoon bozo frat boy,1
1865,"“This is an ill democracy,” says Alioune Tine, a former regional director of Amnesty International",ill democraci say alioun tine former region director amnesti intern,1
1866,Fear of repression in their home country is causing a growing number of Saudis to flee,fear repress home countri caus grow number saudi flee,1
1867,How long will Venezuela’s president Nicolás Maduro last?,long venezuela presid nicol maduro last,1
1868,“Wanderer” hints at a potential new talent in French literature,wander hint potenti new talent french literatur,1
1869,Some indigenous and social movements that once supported Evo Morales are having doubts,indigen social movement support evo moral doubt,1
1870,"In this week’s “Tasting menu” podcast, @AnneMcElvoy asks: why is modern work so miserable? Plus, a night ride with…",week tast menu podcast annemcelvoy ask modern work miser plus night ride,1
1871,Joseph Kabila’s last desperate gamble to keep control—handing power to the friendly leader of an opposition party—i…,joseph kabila last desper gambl keep control hand power friend leader opposit parti,1
1872,"From job creation to the murder rate, The Economist is keeping track of eleven measures that take the temperature o…",job creation murder rate economist keep track eleven measur take temperatur,1
1873,Our interactive tool shows which football managers over- and underperform,interact tool show footbal manag underperform,1
1874,“Vox Lux” exists somewhere between absurdist comedy and overwrought melodrama. Perhaps that is the point,vox lux exist somewher absurdist comedi overwrought melodrama perhap point,1
1875,Why Adam Smith would celebrate Chile's cherry success,adam smith would celebr chile cherri success,1
1876,"China's banks are under pressure to sell off failed loans, and investors hope to profit from them",china bank pressur sell fail loan investor hope profit,1
1877,Last month a group of single-sex organisations filed two lawsuits against Harvard for restricting their existence,last month group singl sex organis file two lawsuit harvard restrict exist,1
1878,"Britain runs the risk of malpractices happening again in a second Brexit referendum, says @anandMenon1 of @ukandeu…",britain run risk malpractic happen second brexit referendum say anandmenon ukandeu,1
1879,The Canada Pension Plan Investment Board manages pensions for 20m of Canada's citizens,canada pension plan invest board manag pension canada citizen,1
1880,Kengo Kuma is the Japanese architect behind the new Olympic stadium in Tokyo. But he is at his happiest designing m…,kengo kuma japanes architect behind new olymp stadium tokyo happiest design,1
1881,"Amid allegations of fraud, Congo’s high court confirms a new president",amid alleg fraud congo high court confirm new presid,1
1882,In 1957 56-days-old chickens weighed less than a kilogram. Their current counterparts weigh more than four times th…,day old chicken weigh le kilogram current counterpart weigh four time th,1
1883,"Poor monsoons, new taxes and high fuel prices have made the past few years grim for India's farmers",poor monsoon new tax high fuel price made past year grim india farmer,1
1884,“Artistic Encounters with Indigenous America” is timely and troubling,artist encount indigen america time troubl,1
1885,"Britain's Brexit mess, workplace misery and the bikers of Yangon",britain brexit mess workplac miseri biker yangon,1
1886,"Tim Martin's Wetherspoons shares lost £18m after the referendum, and at least one in 20 of his staff are EU migrant…",tim martin wetherspoon share lost referendum least one staff eu migrant,1
1887,This week on “Tasting menu” we analyse Britain’s Brexit mess. How did the mother of parliaments get itself into the…,week tast menu analys britain brexit mess mother parliament get,1
1888,"Searches for the term ""porn for women"" increased by 359% in 2017, according to a leading pornography website",search term porn woman increas accord lead pornographi websit,1
1889,A machine that keeps livers alive outside of the body has been recommended for use by British health authorities. L…,machin keep liver aliv outsid bodi recommend use british health author l,1
1890,"Remembering John Bogle, patron saint of the amateur investor",rememb john bogl patron saint amateur investor,1
1891,"Shivakumara Swami, known to many in India as “the walking god”, has died aged 111. In 2017 we wrote about the debat…",shivakumara swami known mani india walk god die age wrote debat,1
1892,That a second summit between Donald Trump and Kim Jong Un is on the cards suggests North Korea may have offered con…,second summit donald trump kim jong un card suggest north korea may offer con,1
1893,"I've lost my faith in social-media networks to deliver true information, says #OpenFuture",lost faith social medium network deliv true inform say openfutur,1
1894,The case of Alstom and GE suggests that foreign companies receive more lenient treatment if they pass into American…,case alstom ge suggest foreign compani receiv lenient treatment pas american,1
1895,"More than fifty years after Martin Luther King's death, his speeches still resonate. Their indelible rhetoric combi…",fifti year martin luther king death speech still reson indel rhetor combi,1
1896,"Two decades after the end of the Troubles, the Irish question is back",two decad end troubl irish question back,1
1897,"Carmakers are worried that a market slowdown could turn into a rout, with a trade war and cyclical declines converg…",carmak worri market slowdown could turn rout trade war cyclic declin converg,1
1898,Jeff Bezos could see his stake in Amazon cut to 8%,jeff bezo could see stake amazon cut,1
1899,America's anti-corruption probes fall disproportionately on foreign firms,america anti corrupt probe fall disproportion foreign firm,1
1900,Why are Indian farmers angry?,indian farmer angri,1
1901,Albert Edwards has been a steadfast prophet of gloom on the stockmarket for more than two decades,albert edward steadfast prophet gloom stockmarket two decad,1
1902,Together Alex Salmond and Nicola Sturgeon turned the SNP into a formidable political machine. Now they have not spo…,togeth alex salmond nicola sturgeon turn snp formid polit machin spo,1
1903,"Our data should be treated as personal property—and we should be paid for it, says @iamwill #OpenFuture",data treat person properti paid say iamwil openfutur,1
1904,A debut novel in the mould of German Romanticism,debut novel mould german romantic,1
1905,The opportunities for deploying smaller planes in Europe profitably are becoming fewer in number,opportun deploy smaller plane europ profit becom fewer number,1
1906,"Success may eliminate the fear, surprise and ruthless efficiency of unexpected viruses",success may elimin fear surpris ruthless effici unexpect virus,1
1907,Remedial boot camps have been set up for teenagers in South Korea who have lost interest in offline life,remedi boot camp set teenag south korea lost interest offlin life,1
1908,"Mr Sall’s two most threatening rivals have been disqualified, a move many voters think was politically motivated",mr sall two threaten rival disqualifi move mani voter think polit motiv,1
1909,European workers may opt to stay in the EU rather than rely on the hospitality of the British government,european worker may opt stay eu rather reli hospit british govern,1
1910,Could data be the secret weapon in the battle against strokes?,could data secret weapon battl stroke,1
1911,"Santander felt a huge salary for Andrea Orcel would be unacceptable in Spain, a country that suffered severely in t…",santand felt huge salari andrea orcel would unaccept spain countri suffer sever,1
1912,"The protagonist is played by a Syrian refugee, Zain Al Rafeea, discovered by the casting team chasing chickens in t…",protagonist play syrian refuge zain al rafeea discov cast team chase chicken,1
1913,"The arch-villain of ""The Age of Surveillance Capitalism"" is Google, a company that makes a compelling evil genius",arch villain age surveil capit googl compani make compel evil genius,1
1914,"Tossing aside procedures on referendum time limits would undermine the legitimacy of a second Brexit vote, says…",toss asid procedur referendum time limit would undermin legitimaci second brexit vote say,1
1915,"A second Brexit referendum would be a rerun of the first—still lacking the most important facts, argues…",second brexit referendum would rerun first still lack import fact argu,1
1916,There is no equivalent in France to the arrival of a new Houellebecq novel,equival franc arriv new houellebecq novel,1
1917,An Iranian pop star challenges the regime,iranian pop star challeng regim,1
1918,A new treaty between France and Germany exposes how far the two countries have drifted apart,new treati franc germani expos far two countri drift apart,1
1919,Chigozie Obioma’s new novel is a triumph,chigozi obioma new novel triumph,1
1920,"If we do not protest when a million people are detained without trial, when will we speak out?",protest million peopl detain without trial speak,1
1921,"Since a tenth of working-age Taiwanese live in China, and 29% of exports go there, voters are reluctant to antagoni…",sinc tenth work age taiwanes live china export go voter reluct antagoni,1
1922,"Across the South-East Asian region, motorbikes shift everything from steel piping to families of five",across south east asian region motorbik shift everyth steel pipe famili five,1
1923,"The outcome is a victory for France, which already bans the ""share-cancellation mechanism""",outcom victori franc alreadi ban share cancel mechan,1
1924,Countries can adapt to an ageing population or they can stick their collective heads in the sand,countri adapt age popul stick collect head sand,1
1925,"28% of Japanese are older than 65, compared with 21% of Germans and 15% of Americans",japanes older compar german american,1
1926,General Bai Chongxi showed China that it is possible to be at once a patriot and a devoted Muslim,general bai chongxi show china possibl patriot devot muslim,1
1927,Why such outrage over China’s anthem?,outrag china anthem,1
1928,"Air quality in Ulaanbaatar is horrendous, especially in winter when yurt-dwellers at the city’s edge burn dirty coa…",air qualiti ulaanbaatar horrend especi winter yurt dweller citi edg burn dirti coa,1
1929,Adding new DNA letters make novel proteins possible,ad new dna letter make novel protein possibl,1
1930,Australia is battling China for influence in the Pacific,australia battl china influenc pacif,1
1931,Is Serbia still on course to join the European Union?,serbia still cours join european union,1
1932,"The difficulties at the heart of the Franco-German alliance stem, in part, from diverging analyses of Europe's plac…",difficulti heart franco german allianc stem part diverg analysi europ plac,1
1933,"The New England Patriots have reached the NFL Super Bowl, by winning the coin toss and scoring a touchdown on the f…",new england patriot reach nfl super bowl win coin toss score touchdown f,1
1934,Donald Trump v Congress,donald trump v congress,1
1935,"For all the attention bestowed on managers, our analysis shows that their impact is modest",attent bestow manag analysi show impact modest,1
1936,Farmers (and consumers) increasingly prefer fat birds,farmer consum increas prefer fat bird,1
1937,"As Abdelaziz Bouteflika fades, Algeria considers a successor",abdelaziz bouteflika fade algeria consid successor,1
1938,"What do women want? Flattering, comfortable, machine-washable clothing that doesn’t need to be ironed From @1843mag",woman want flatter comfort machin washabl cloth need iron mag,1
1939,An entertaining polemic against the tech industry,entertain polem tech industri,1
1940,Eating ceviche in a bus lane felt more National Express than Orient Express From @1843mag,eat cevich bus lane felt nation express orient express mag,1
1941,"At the turn of the millennium, M. Night Shyamalan was the “boy wonder” of American cinema",turn millennium night shyamalan boy wonder american cinema,1
1942,North Korea has done little toward ending its nuclear programme since June's summit in Singapore,north korea done littl toward end nuclear programm sinc june summit singapor,1
1943,Macedonia gets a new name and a new start,macedonia get new name new start,1
1944,How to tame autonomous weapons,tame autonom weapon,1
1945,"Finding new subjects and new audiences is good for business, and it proves that conservation need not be conservati…",find new subject new audienc good busi prof conserv need conservati,1
1946,"Dan Lyons thinks the world should look for ""zebras"", startups which turn a profit and improve society at the same t…",dan lyon think world look zebra startup turn profit improv societi,1
1947,Few pieces of design reflect their era as successfully as the Eames rocking chair From @1843mag,piec design reflect era success eam rock chair mag,1
1948,"With “Capernaum”, Nadine Labaki seeks to draw attention to the weakness of the state",capernaum nadin labaki seek draw attent weak state,1
1949,"Having children lowers women’s lifetime earnings, an outcome known as the “child penalty”",child lower woman lifetim earn outcom known child penalti,1
1950,"Since its publication on January 4th, 800,000 copies of “Sérotonine” have been sold in the French-speaking world",sinc public januari th copi rotonin sold french speak world,1
1951,"In an era of copycats, ""An Orchestra of Minorities"" is an unusual and brilliantly original book",era copycat orchestra minor unusu brilliant origin book,1
1952,The first season of “True Detective” was a cultural sensation. Nic Pizzolatto has since tried twice to recreate tha…,first season true detect cultur sensat nic pizzolatto sinc tri twice recreat tha,1
1953,"Climate-change denial is, in part, the result of lobbying. But psychology also plays a role",climat chang denial part result lobbi psycholog also play role,1
1954,"France has nowhere else to turn and Germany, especially after Brexit, has no better partners",franc nowher els turn germani especi brexit better partner,1
1955,Timea was forced to work in Canada’s sex industry. Now she’s on a mission to help other victims of human trafficking,timea forc work canada sex industri mission help victim human traffick,1
1956,"Acquiring the best talent makes sense in football. But only for players, not for managers",acquir best talent make sens footbal player manag,1
1957,"A second vote on Brexit would only command legitimacy if the process were scrupulously fair, says @alanjrenwick of…",second vote brexit would command legitimaci process scrupul fair say alanjrenwick,1
1958,It is impossible to imagine “Vox Lux” succeeding at all without Natalie Portman’s outlandish portrayal,imposs imagin vox lux succeed without natali portman outlandish portray,1
1959,"In a referendum in February 2016, a narrow majority voted that Evo Morales should not be able to seek re-election",referendum februari narrow major vote evo moral abl seek elect,1
1960,The trade war with America will dent China’s forthcoming GDP figures. But bigger economic woes loom. We crunch the…,trade war america dent china forthcom gdp figur bigger econom woe loom crunch,1
1961,Turkey leads the world in jailed journalists,turkey lead world jail journalist,1
1962,"From New Mexico to Minnesota, Democratic states are debating allowing residents to buy Medicaid",new mexico minnesota democrat state debat allow resid buy medicaid,1
1963,James Watson's lifelong desire to provoke might write a bitter epitaph to an otherwise-great scientific career,jame watson lifelong desir provok might write bitter epitaph otherwis great scientif career,1
1964,Canada's pension fund has invested in everything from toll roads in Mexico to rental housing in China,canada pension fund invest everyth toll road mexico rental hous china,1
1965,America and North Korea look keen to break an impasse in nuclear negotiations,america north korea look keen break impass nuclear negoti,1
