,Unnamed: 0,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle,followers
187,187,7785.json,half-true,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",social-security,marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0,2,4,4,0,House of Representatives floor speech ,RepMarcyKaptur,19671.0
190,190,2269.json,mostly-true,The Republicans have 2 percent of the Muslim vote.,religion,tamara-holder,attorney and contributor to Fox News,Illinois ,none,0,0,0,1,0,comments on the Hannity show.,tamaraholder,19264.0
194,194,1053.json,TRUE,"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.","elections,immigration,pundits",mike-murphy,political strategist,,republican,0,0,0,0,0,a column in Time magazine.,murphymike,89606.0
195,195,11731.json,mostly-true,Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.,"candidates-biography,congress,foreign-policy,history,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a posting on the Clinton website,HillaryClinton,24462722.0
196,196,1059.json,FALSE,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.","pundits,transportation",sean-hannity,Radio/TV host,,none,3,5,3,2,1,a Fox News interview,seanhannity,4070059.0
199,199,5312.json,pants-fire,David Dewhurst has a record of promoting an income tax.,taxes,ted-cruz,Senator,Texas,republican,36,33,15,19,8,a handout.,tedcruz,3321920.0
202,202,3003.json,FALSE,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.","crime,homeland-security,immigration",lamar-smith,Congressman,Texas,republican,2,5,1,3,0,a news release,LamarSmithTX21,27143.0
203,203,6265.json,barely-true,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,"economy,jobs",bill-johnson,U.S. representative,Ohio,republican,2,1,0,0,0,a telephone town hall meeting,RepBillJohnson,35948.0
204,204,5689.json,FALSE,Says Obama health reform law denies millions access to affordable insurance.,"health-care,workers",eric-hovde,,,republican,2,3,3,0,0,a blog post,EricHovde,2249.0
205,205,13370.json,barely-true,Says HB2 hasnt moved the needle one iota on North Carolinas economy.,"corporations,economy,gays-and-lesbians,state-finances,states",john-skvarla,N.C. Secretary of Commerce,North Carolina,republican,1,0,0,0,0,a speech in Charlotte,JohnSkvarla,81.0
206,206,2347.json,FALSE,Close to 30% of our federal prison population consists of illegal immigrants.,immigration,daniel-mielke,Farmer,Wisconsin,republican,0,1,0,0,0,a statement on campaign web site,DanielDMielke,24.0
208,208,11636.json,FALSE,"The Family Research Council, according to some government agencies, is a terrorist group.",terrorism,ben-carson,,,republican,7,12,3,2,4,an interview on CNN,SecretaryCarson,276891.0
210,210,7123.json,TRUE,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,"elections,states",raymond-bateman,,,republican,0,1,0,0,0,a column,RaymondBateman,2.0
211,211,6289.json,FALSE,Obamacare is the biggest tax increase in American history.,"corrections-and-updates,federal-budget,health-care,taxes",mark-neumann,Developer and homebuilder,Wisconsin,republican,2,4,1,2,1,an interview,MarkNeumannnn,1153.0
212,212,772.json,TRUE,You ... said that Barack Obama was not ready to be commander in chief.,candidates-biography,sarah-palin,,Alaska,republican,9,19,9,6,6,"St. Louis, Mo.",SarahPalinUSA,1515110.0
213,213,8766.json,mostly-true,"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.","economy,jobs,labor,workers",rana-foroohar,Assistant managing editor for Time,,none,0,0,0,1,0,a CNN interview,RanaForoohar,18269.0
214,214,2332.json,barely-true,Milwaukee Mayor Tom Barrett has held the line on property taxes.,"job-accomplishments,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at a campaign fund-raiser for Tom Barrett's gubernatorial campaign,BarackObama,105971685.0
216,216,7261.json,TRUE,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.","bipartisanship,job-accomplishments",tom-niehaus,President of the Ohio Senate,Ohio,republican,0,0,0,0,1,an online video,CasaDiPace,149.0
217,217,6780.json,FALSE,Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,"job-accomplishments,message-machine-2012,state-finances",sherrod-brown,U.S. Senator,Ohio,democrat,3,4,5,8,1,a campaign commercial,SenSherrodBrown,369591.0
219,219,4267.json,half-true,On how money from a possible lease of the Ohio Turnpike would be used,"infrastructure,transportation",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,an interview,JohnKasich,948445.0
220,220,1434.json,mostly-true,"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.","economy,federal-budget",barack-obama,President,Illinois,democrat,70,71,160,163,9,his State of the Union speech,BarackObama,105967800.0
224,224,13380.json,mostly-true,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,"criminal-justice,government-regulation",robby-mook,Campaign manager for Hillary Clinton,New York,democrat,0,0,0,2,0,"comments on ""Meet the Press""",RobbyMook,82826.0
226,226,681.json,TRUE,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",iraq,lindsey-graham,U.S. senator,South Carolina,republican,2,2,4,2,0,an interview on ABC News' <i> This Week </i>,LindseyGrahamSC,833163.0
227,227,6693.json,barely-true,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,bipartisanship,mark-strama,Small business owner,Texas,democrat,1,0,0,0,0,remarks to Texas delegates to the Democratic National Convention.,markstrama,1772.0
228,228,827.json,half-true,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,taxes,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a TV interview,JoeBiden,3550580.0
230,230,7754.json,mostly-true,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.","children,education,state-budget,state-finances",fix-austin-schools,,,none,0,0,0,1,0,a leaflet.,FixAustinSchool,23.0
233,233,6881.json,mostly-true,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,"criminal-justice,education",steven-teske,Clayton County Juvenile Court Judge,,none,0,0,0,1,0,an article,scteskelaw,2350.0
238,238,9133.json,barely-true,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,"bipartisanship,campaign-finance,candidates-biography",kesha-rogers,,Texas,democrat,1,0,1,0,0,an interview,KeshaRogersTX,465.0
239,239,4811.json,TRUE,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,"federal-budget,health-care",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a speech,SenWhitehouse,318872.0
240,240,4317.json,FALSE,Providences port is 200 miles closer to Europe than any other Eastern port.,"economy,infrastructure,trade,transportation",james-bennett,"director, Department of Economic Development, Providence, R.I.",Rhode Island,newsmaker,0,1,0,0,1,a news conference,James_L_Bennett,2853.0
241,241,5627.json,TRUE,Says you need a photo ID to purchase Sudafed in Texas.,"elections,legal-issues",rick-perry,Governor,Texas,republican,30,30,42,23,18,a Fox News interview.,SecretaryPerry,88194.0
243,243,4327.json,mostly-true,"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",taxes,jeff-merkley,U.S. Senator,Oregon,democrat,0,1,3,6,0,letter to a constituent,JeffMerkley,103314.0
244,244,451.json,half-true,Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,foreign-policy,barack-obama,President,Illinois,democrat,70,71,160,163,9,a mailer to Pennsylvania voters,BarackObama,105967800.0
248,248,11772.json,FALSE,We now have driven (health care) costs down to the lowest theyve been in 50 years.,health-care,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,comments during the South Carolina Democratic presidential debate,HillaryClinton,24462722.0
251,251,1226.json,mostly-true,"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",taxes,michael-moore,Documentary filmmaker,,none,2,5,1,6,0,"in his movie ""Capitalism: A Love Story""",MMFlint,6042992.0
252,252,11656.json,mostly-true,"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.","corrections-and-updates,guns,homeland-security",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview with George Stephanopoulos,HillaryClinton,24462722.0
253,253,240.json,barely-true,Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,iraq,bill-richardson,Governor,New Mexico,democrat,1,2,3,8,1,a debate in Las Vegas,WBRichardson,718.0
254,254,3197.json,FALSE,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,"health-care,supreme-court",barack-obama,President,Illinois,democrat,70,71,160,163,9,an interview on Fox,BarackObama,105967801.0
255,255,5297.json,half-true,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,taxes,paul-sarlo,State Senator,New Jersey,democrat,0,0,1,0,0,opening remarks at a Senate committee hearing,PaulASarlo,2992.0
256,256,968.json,TRUE,Warren (Buffett) still does support me.,economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,a television interview,BarackObama,105967801.0
257,257,5922.json,TRUE,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,"candidates-biography,jobs",connie-mack,U.S. representative from Fort Myers,Florida,republican,3,3,1,3,1,a Web ad,ConnieMackIV,22098.0
259,259,5813.json,mostly-true,"About 230,000 people that were on unemployment when I took office are not on unemployment now.","economy,workers",rick-scott,Governor,Florida,republican,28,23,38,34,7,radio interview,SenRickScott,242080.0
260,260,7884.json,barely-true,"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.","children,health-care,public-health,pundits",rush-limbaugh,Radio host,,none,9,11,5,2,10,his radio show,rushlimbaugh,599203.0
261,261,2411.json,pants-fire,Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,immigration,allen-west,"U.S. representative, Florida District 22",Florida,republican,6,9,3,1,4,a campaign website,AllenWest,754173.0
262,262,8428.json,FALSE,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,"criminal-justice,health-care,legal-issues,privacy",evan-feinberg,"President, Generation Opportunity","Washington, D.C.",activist,0,1,0,0,0,a Providence Journal commentary,evanfeinberg,1970.0
263,263,1391.json,TRUE,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",crime,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,the biography on his campaign Web site,whitebil,2615.0
265,265,490.json,barely-true,"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",economy,moveon,,,democrat,2,4,3,0,0,an e-mail,MoveOn,340177.0
266,266,8489.json,FALSE,"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.","education,state-budget,taxes",ken-cuccinelli,Attorney General,Virginia,republican,1,10,3,2,1,a debate.,KenCuccinelli,22670.0
269,269,1775.json,half-true,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,"crime,homeland-security,legal-issues,terrorism,abc-news-week",rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,an interview on ABC's This Week,RudyGiuliani,296687.0
270,270,1347.json,half-true,On legalizing illegal immigrants.,immigration,lou-dobbs,,,none,1,2,0,1,0,an interview on Telemundo,LouDobbs,1928372.0
272,272,534.json,half-true,"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",energy,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"Houston, Texas",SenJohnMcCain,3151858.0
276,276,10356.json,barely-true,The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,"state-budget,state-finances,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,remarks to reporters,ScottWalker,281971.0
277,277,8385.json,half-true,Chris Christie has not increased the taxes on anyone.,taxes,kim-guadagno,Lieutenant Governor of New Jersey,,republican,0,2,1,0,0,a speech to supporters in Carlstadt,KimGuadagnoNJ,11426.0
278,278,7386.json,barely-true,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,"agriculture,immigration,workers",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a blog post on RedState.com,marcorubio,3872341.0
279,279,3195.json,FALSE,Says he never said he would keep education funding the same.,"education,state-budget",rick-scott,Governor,Florida,republican,28,23,38,34,7,talking about his budget proposal.,SenRickScott,242080.0
280,280,12497.json,TRUE,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",education,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a radio interview,ScottWalker,281971.0
281,281,13293.json,half-true,"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",medicare,ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,in a Ohio senatorial candidate debate,Ted_Strickland,16287.0
283,283,689.json,FALSE,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,israel,moveon,,,democrat,2,4,3,0,0,an e-mail.,MoveOn,340177.0
286,286,7303.json,half-true,"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.","crime,criminal-justice,drugs,government-regulation,guns,public-safety",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,an interview on Fox News,marcorubio,3872341.0
288,288,5429.json,FALSE,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.","jobs,legal-issues,women",christine-sinicki,State Representative 20th District,Wisconsin,democrat,0,1,0,0,0,a legislative floor speech,sinicki328,36.0
289,289,5852.json,FALSE,"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.","economy,federal-budget,jobs,transportation",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a speech on the floor of the U.S. Senate,SenWhitehouse,318872.0
291,291,599.json,TRUE,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a town hall in St. Petersburg, Fla.",BarackObama,105967801.0
292,292,10411.json,mostly-true,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.","job-accomplishments,jobs",rick-perry,Governor,Texas,republican,30,30,42,23,18,valedictory speech as governor to the Texas Legislature,SecretaryPerry,88194.0
293,293,3809.json,barely-true,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,"economy,health-care",rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a press availability following a policy luncheon,robportman,20319.0
294,294,3928.json,barely-true,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.","economy,health-care",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a debate in New Hampshire,MicheleBachmann,251527.0
295,295,135.json,barely-true,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",legal-issues,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"a Republican debate in Orlando, Fla.",RudyGiuliani,296687.0
296,296,10580.json,pants-fire,Texas this fiscal year will have more money in reserve than the other 49 states combined.,"state-budget,state-finances,states",dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,an interview on KLBJ AM in Austin,DanPatrick,52344.0
297,297,610.json,FALSE,On using the Strategic Petroleum Reserve.,energy,barack-obama,President,Illinois,democrat,70,71,160,163,9,,BarackObama,105967802.0
298,298,7916.json,mostly-true,Immigrants are more fertile.,immigration,jeb-bush,,Florida,republican,17,5,17,24,2,a speech at the Faith and Freedom Coalition Conference,JebBush,1421800.0
300,300,1659.json,pants-fire,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,"health-care,states",rick-perry,Governor,Texas,republican,30,30,42,23,18,a column,SecretaryPerry,88194.0
301,301,8601.json,mostly-true,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,"civil-rights,crime,guns",jerry-patterson,state land commissioner,Texas,republican,1,1,1,3,0,an online campaign video,Patterson4TX,4731.0
303,303,4347.json,pants-fire,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,federal-budget,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a Twitter post,newtgingrich,2117890.0
304,304,256.json,mostly-true,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,taxes,ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a <i>Meet the Press</i> interview,RonPaul,642429.0
305,305,2750.json,half-true,"Says Scott Walker wants to ban common forms of birth control, including the pill.","abortion,message-machine",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2,5,8,5,3,a campaign TV ad,Barrett4MKE,13367.0
308,308,9745.json,half-true,"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.","iraq,terrorism",lindsey-graham,U.S. senator,South Carolina,republican,2,2,4,2,0,"comments on ""Fox News Sunday""",LindseyGrahamSC,833163.0
312,312,1171.json,barely-true,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,"health-care,pundits",rush-limbaugh,Radio host,,none,9,11,5,2,10,his radio program,rushlimbaugh,599203.0
314,314,8308.json,barely-true,The American people support defunding Obamacare and oppose shutting down the government.,health-care,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a press release,marcorubio,3872341.0
315,315,7217.json,half-true,Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,"federal-budget,social-security",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,in a tweet,marcorubio,3872341.0
316,316,2824.json,TRUE,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.","candidates-biography,pundits",joyce-kaufman,WFTL 850 AM talk show host,Florida,talk-show-host,0,0,0,0,0,a radio show,joyceonair,3942.0
317,317,3730.json,pants-fire,The people of Rhode Island dont want same-sex marriage.,"civil-rights,gays-and-lesbians,marriage,polls",christopher-plante,"executive director, National Organization for Marriage - Rhode Island",Rhode Island,newsmaker,0,0,0,1,1,a television interview,Chris91UconnBoY,101.0
318,318,3672.json,half-true,"Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.","deficit,federal-budget,medicare,taxes",gerry-connolly,U.S. Representative,Virginia,democrat,1,0,4,1,0,a press release.,GerryConnolly,47383.0
319,319,6318.json,barely-true,This year in Congress (Connie Mack IV) has missed almost half of his votes.,candidates-biography,dave-weldon,,Florida,republican,2,0,0,0,1,a robocall,Davweldon,359.0
320,320,10198.json,barely-true,"1/3 of our kids drop out (of high school), cannot go to college or start a career.","corrections-and-updates,education",jeb-bush,,Florida,republican,17,5,17,24,2,a fundraising letter,JebBush,1421800.0
323,323,12581.json,barely-true,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.","guns,terrorism",john-garamendi,U.S. House of Representatives,California,democrat,1,0,0,1,0,a speech.,RepGaramendi,27856.0
325,325,2143.json,half-true,"For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.","crime,economy,education,poverty",peter-kilmartin,state representative,Rhode Island,democrat,0,0,2,1,1,a speech at the state Democratic convention,PeterFKilmartin,486.0
328,328,11196.json,barely-true,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,financial-regulation,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,the first GOP primary debate.,marcorubio,3872341.0
329,329,2917.json,barely-true,You cant check out a library book without a photo ID.,legal-issues,david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,an interview.,DavidHDewhurst,12650.0
330,330,11555.json,pants-fire,Says that Starbucks took Christmas off of their brand new cups.,religion,joshua-feuerstein,,,republican,0,0,0,0,1,a video,TheEvangel1st,19.0
332,332,13223.json,FALSE,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.",abortion,ted-cruz,Senator,Texas,republican,36,33,15,19,8,responding to an audience member's question at the Texas Tribune Festival.,tedcruz,3321919.0
334,334,2060.json,mostly-true,"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.","economy,government-efficiency,job-accomplishments",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a news conference,JoeBiden,3550581.0
335,335,4687.json,half-true,The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.,"economy,job-accomplishments,state-finances",josh-mandel,Ohio treasurer,Ohio,republican,4,5,4,5,6,an email to supporters,JoshMandelOhio,14740.0
337,337,5235.json,mostly-true,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.","corrections-and-updates,economy,jobs",barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union address,BarackObama,105967804.0
338,338,8210.json,half-true,"Every year, more than $40 million are leaving Missouri for the Lone Star State.",economy,rick-perry,Governor,Texas,republican,30,30,42,23,18,a radio ad,SecretaryPerry,88194.0
339,339,12185.json,mostly-true,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,"debt,economy,education",bill-clinton,former president,Arkansas,democrat,4,2,12,11,3,a campaign speech,BillClinton,11075564.0
340,340,1192.json,mostly-true,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,history,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a floor speech,SpeakerBoehner,1404160.0
341,341,10295.json,mostly-true,"We are younger than our competitors, and this is entirely because of immigration.",immigration,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech to business leaders,BarackObama,105967804.0
342,342,4332.json,half-true,Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,education,chip-rogers,State Senator,Georgia,republican,1,0,1,1,0,a town hall meeting,chiprogers,386.0
346,346,2925.json,half-true,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,"infrastructure,stimulus,transportation",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a CNN interview,JohnKasich,948445.0
348,348,4181.json,TRUE,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,"bipartisanship,federal-budget",barack-obama,President,Illinois,democrat,70,71,160,163,9,a televised address,BarackObama,105967803.0
349,349,3615.json,half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.","pundits,taxes",chris-hayes,"Host, All In",,none,0,0,1,0,0,"an interview on MSNBC's ""The Rachel Maddow Show""",chrislhayes,1849021.0
350,350,9031.json,FALSE,"Most young Americans right now, theyre not covered by health insurance.",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a Funnyordie.com ""Between Two Ferns"" interview with Zach Galifianakis",BarackObama,105967803.0
352,352,7765.json,TRUE,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.","economy,job-accomplishments,jobs",rick-perry,Governor,Texas,republican,30,30,42,23,18,an advertisement,SecretaryPerry,88194.0
353,353,7887.json,pants-fire,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,taxes,progress-texas,,Texas,none,3,0,1,0,2,a tweet,ProgressTX,10809.0
354,354,11407.json,pants-fire,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.","foreign-policy,history",ben-carson,,,republican,7,12,3,2,4,an interview with CNN's Wolf Blitzer,SecretaryCarson,276891.0
355,355,1616.json,half-true,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change.",education,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,an e-mail,whitebil,2615.0
357,357,35.json,TRUE,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.",iraq,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"CNN/YouTube debate in Charleston, S.C.",JoeBiden,3550581.0
359,359,8147.json,half-true,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.","florida,states",bill-foster,"Mayor, St. Petersburg",Florida,republican,1,0,2,2,0,a mayoral forum,RepBillFoster,40637.0
361,361,1693.json,FALSE,Cell phone numbers go public this month.,consumer-safety,ken-legler,State House representative,Texas,republican,0,1,0,0,0,Facebook and Twitter posts,KenLegler,2376.0
365,365,6449.json,FALSE,The Obama administration is unwinding our nations welfare-to-work requirements.,welfare,bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,an op-ed.,BobMcDonnell,29625.0
367,367,8998.json,half-true,The Redskins Training Camp deal generated $40 million in new private investment in the city.,"city-government,job-accomplishments",dwight-jones,"Mayor, City of Richmond",Virginia,democrat,1,1,1,1,0,a speech,DwightJones21,779.0
369,369,10252.json,half-true,There are more people living in this country who were not born here than at anytime in the history of the country.,immigration,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"an interview on CNN's ""State of the Union""",RickSantorum,289948.0
370,370,9393.json,half-true,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,foreign-policy,chris-wallace,Fox News Sunday host,,none,0,0,3,1,0,"comments on ""Fox News Sunday""",ChrisWallace101,29838.0
372,372,11291.json,mostly-true,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,"congress,federal-budget,history",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1,0,2,7,0,remarks in San Antonio,RepLloydDoggett,32540.0
376,376,3110.json,barely-true,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation","small-business,taxes",cory-mason,"State Assembly member, 62nd District",Wisconsin,democrat,2,0,0,0,0,a news release,MayorCoryMason,3967.0
377,377,9294.json,mostly-true,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,environment,dan-kaufman,,,none,0,0,1,1,0,an opinion article,DarpaDan,1189.0
379,379,9853.json,FALSE,"If black America were a country, itd be the 15th wealthiest nation in the world.","corrections-and-updates,economy,poverty",larry-elder,Radio talk show host,,talk-show-host,1,3,0,0,0,comments on CNN,larryelder,522175.0
380,380,10931.json,half-true,"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",education,dale-kooyenga,State Representative,Wisconsin,republican,1,1,2,2,0,,DaleKooyenga,6202.0
381,381,11513.json,barely-true,"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",guns,terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,an executive order.,TerryMcAuliffe,66566.0
382,382,979.json,TRUE,2008 was the deadliest year of the war (in Afghanistan) for American forces.,"afghanistan,military",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at the White House. ,BarackObama,105967806.0
383,383,1702.json,mostly-true,"Florida teachers are ""already paid $5,000 below the national average.""",education,dan-gelber,,Florida,democrat,2,2,1,3,0,a letter posted on his campaign Web site.,MayorDanGelber,1426.0
385,385,6014.json,TRUE,Says Amanda Fritz manages less than 5 percent of city operations.,city-government,mary-nolan,Represents Southwest Portland in Oregon House,Oregon,democrat,0,0,3,0,0,a debate.,marybnolan,1820.0
